#  R_yHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      3.8889453    0.015885814      2.7659685    0.011346263      5.6227956    0.022925579
            0.2      10.671951    0.025613872      7.5962186    0.018479036      15.416637    0.036557702
            0.4      15.421858    0.030985276      10.979487     0.02242806      22.273142    0.044094785
            0.6      18.391588    0.034549608      13.096508    0.024804802      26.556288    0.049582853
            0.8      20.052721    0.035280983      14.280489    0.025798506      28.952262    0.049716467
              1      20.905137    0.037339898      14.887675    0.027146013      30.183375    0.052867997
            1.2      21.692505    0.039220527      15.453551    0.029006847       31.30992    0.054673398
            1.4        22.5085    0.036162965       16.04028    0.026176027      32.476854    0.051426714
            1.6      23.633506    0.037531579      16.849844    0.027288436      34.083703    0.053128099
            1.8      25.247505     0.04300332      18.010483    0.031475024      36.390686    0.060434008
              2      27.475586    0.039569812      19.606915    0.028692184      39.587662     0.05617772
            2.2      30.535882    0.042294994      21.798166     0.03079191      43.981396    0.059792293
            2.4      34.389273    0.045584079      24.547532    0.033376415      49.534631      0.0640866
            2.6      38.887442    0.047231939      27.732389      0.0341534      56.068034    0.067274299
            2.8      43.251597    0.048877684      30.774849    0.035408651      62.505962    0.069462685
              3      40.076768    0.066297064      28.362213    0.049069267      58.241997    0.092051921
            3.2      12.343947    0.048949395      8.6474038    0.035855116       18.14398    0.068751911
            3.4      4.4312793     0.02514804      3.0766171    0.018169747      6.5805325    0.035911431
            3.6      1.8465747    0.019967452      1.2698123    0.014368829      2.7722275    0.028653988
            3.8     0.81105167    0.013067057     0.55394199   0.0093006101      1.2272998    0.018988746
              4     0.36651294   0.0099477445     0.24800395   0.0070128708      0.5604804    0.014626768
            4.2      0.1535454    0.009789864     0.10246784   0.0070439857     0.23833554    0.014047674
            4.4    0.082018052   0.0043095777     0.05463762    0.002924785     0.12769543   0.0066131389
            4.6    0.031469843   0.0026787004    0.020706073   0.0018582772    0.049646812   0.0040141018
            4.8    0.016828113   0.0021953743    0.011114284   0.0014349399    0.026465495   0.0035054926
              5    0.016828113   0.0021953743    0.011114284   0.0014349399    0.026465495   0.0035054926
