#R_etaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      2.5451113    0.012305837      1.8094329   0.0088451051      3.6819753    0.017634051
            0.2      7.1858277    0.019356924       5.110725    0.013845379      10.391165    0.027871552
            0.4      10.914572    0.024080221      7.7662675    0.017233802      15.775316    0.034655011
            0.6      13.807792    0.026823872      9.8304275     0.01923895      19.944116    0.038514639
            0.8      15.973082     0.03009817      11.376283    0.021611074      23.061655     0.04317576
              1      17.720944    0.031994415      12.624757    0.023039732      25.576843    0.045746959
            1.2      19.257567    0.035689753      13.725327    0.026012018      27.781805     0.05040009
            1.4      20.781956    0.038703571      14.818875    0.028203563      29.965521    0.054651433
            1.6      22.515052    0.038273019      16.062746    0.027704662      32.447256    0.054463739
            1.8      24.433423    0.036894657      17.439725    0.026776306      35.194002    0.052323729
              2      26.998298    0.039823845      19.276932    0.029121212      38.874804    0.056094702
            2.2      30.168941    0.042662086      21.549924    0.031167154      43.421112     0.06007733
            2.4      34.051337    0.045548535      24.320864    0.033405417      49.014183    0.063919756
            2.6      38.713268    0.045836495      27.625585    0.033062611      55.777583    0.065452021
            2.8      43.414383    0.048804377      30.917094    0.035756961      62.683075    0.068648241
              3      41.985473    0.065623243      29.764923    0.048603774      60.903215    0.091036453
            3.2      19.514451    0.049291422      13.780303    0.036263978       28.43436    0.068881834
            3.4      10.440383    0.031600073      7.3481366    0.023044551      15.271049    0.044622024
            3.6      6.1247078    0.026733747      4.2928362    0.019427014      8.9996974     0.03790788
            3.8      3.8171028     0.02139708      2.6672886    0.015420506      5.6280331    0.030633764
              4      2.4017701    0.019084883      1.6712573    0.013716883      3.5573368    0.027410442
            4.2      1.5298077     0.02235713      1.0610299    0.016029165      2.2738837    0.032147397
            4.4     0.99167847    0.013525872     0.68579907   0.0096995922      1.4786586    0.019491068
            4.6     0.63378987    0.015786053     0.43524598    0.011434043     0.95190019    0.022481474
            4.8     0.41634914    0.013163379     0.28338301   0.0097422771     0.63109682    0.018324743
              5     0.41634914    0.013163379     0.28338301   0.0097422771     0.63109682    0.018324743
