# dphiHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      19.763062    0.034788209      14.043431    0.025050739      28.606184    0.049765193
            0.2      19.492884    0.034782146      13.852476    0.025165599      28.212926    0.049526152
            0.4      19.223485    0.035335762      13.664547    0.025489688      27.814591      0.0504574
            0.6      19.085146     0.03765466      13.571639    0.027683495      27.602495    0.052875446
            0.8      19.103824    0.038456465      13.589289    0.028279066      27.619575    0.053869218
              1      19.551306    0.035499765      13.915749    0.025781638      28.249158    0.050315048
            1.2      20.277196    0.035669254      14.440836    0.025852142      29.279961    0.050669948
            1.4      21.359788    0.039349163      15.219065    0.028724759      30.827372    0.055452565
            1.6      23.031145    0.036618548      16.420003    0.026524257      33.218595    0.052059595
            1.8      25.207864     0.03878194      17.979732    0.028100208      36.341547    0.055109058
              2      28.017184    0.039696172      19.986318    0.028801257      40.386046    0.056326551
            2.2      31.590155    0.043345444      22.539594    0.031448382      45.526971    0.061508524
            2.4      35.966441    0.047036882      25.648606    0.034295419      51.863056    0.066455187
            2.6      40.750226    0.048490855      29.016195     0.03510476       58.85299    0.069004476
            2.8      44.334018    0.054376177      31.466571    0.039377868      64.240333     0.07732217
              3      30.371362    0.074817366      21.420366    0.055468784      44.288156     0.10367999
            3.2      30.371362    0.074817366      21.420366    0.055468784      44.288156     0.10367999
