#    R_etattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      2.7457371    0.025986629      2.3080163    0.021972616       3.218478    0.035020662
            0.2      8.0196533    0.044148201      6.7246653      0.0356819      9.4302972    0.059435987
            0.4       13.27941    0.057384707      11.171426    0.048928568      15.552459    0.079695625
            0.6      18.707749    0.066932491      15.676628    0.054302991      22.082624    0.090539036
            0.8      24.272306    0.076187058      20.325956    0.061576835      28.692185     0.10392775
              1      30.100272    0.085695449      25.232755    0.070370681      35.576076     0.11639658
            1.2      36.841263    0.094637091      30.881962    0.076909079        43.6176     0.12922611
            1.4      44.888123     0.10453723      37.649719    0.084555431      53.119516     0.14319271
            1.6      55.457825     0.11640356      46.506585    0.093711857      65.712709     0.16097122
            1.8      69.200147     0.13041528      58.100624     0.10519661      81.928847     0.18032412
              2      88.319041     0.14816294      74.175058     0.11922601      104.62538     0.20631749
            2.2      115.96524     0.17030093       97.46527     0.13723572      137.36581     0.23835167
            2.4      155.15738     0.19931468      130.56429     0.16437835      183.63867     0.28032917
            2.6      210.74794     0.23214565      177.53493     0.18855969      249.32455      0.3310429
            2.8      282.36746     0.26919894      238.14749     0.21804029      333.91931     0.38863859
              3      323.57852     0.28753626      272.68356     0.22945137      383.42031     0.42036927
            3.2      163.69495     0.20638724      136.98634     0.16518031      195.86339     0.29859878
            3.4      94.692423      0.1562939      78.728923      0.1267329      114.29177     0.22491398
            3.6      60.993435     0.12375212      50.375657     0.09803907      74.315488     0.17856652
            3.8       40.38572    0.099584529      33.191534    0.077853918      49.580385     0.14393235
              4      27.578877    0.081865138      22.597741    0.064570249      34.006243     0.11826706
            4.2      19.410428    0.071188572      15.846168    0.061683601      24.088531    0.098230432
            4.4      13.539807    0.057032456      10.995813    0.044498063      16.923482      0.0827169
            4.6       9.756114    0.047738441      7.8855076    0.037481478      12.275287    0.068959747
            4.8      6.9252719    0.040636938      5.5828852    0.033125814      8.7583283    0.057865026
              5      6.9252719    0.040636938      5.5828852    0.033125814      8.7583283    0.057865026
