# R_etaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0       11.07972    0.052927185      9.2581184    0.041976422      13.140437    0.074278664
            0.2      31.921652    0.089880622      26.692739    0.071736794      37.847055     0.12600967
            0.4      49.009678      0.1112243      40.980432    0.088858631      58.149931     0.15730467
            0.6      62.683266     0.12722687      52.478883     0.10698845       74.31448     0.17811882
            0.8      73.323538     0.13573406      61.332268     0.10892698      87.161515     0.19081522
              1      81.873425     0.14412236      68.562079     0.11625731      97.162399     0.20371381
            1.2      89.206567     0.15039238      74.675155     0.11953803      106.06546     0.21279123
            1.4       96.21306     0.15626886       80.67033     0.12751729      114.20165     0.22148247
            1.6       103.5401     0.16195109      86.776434     0.12993894      123.11802     0.22861783
            1.8      112.49817     0.16892539      94.315004      0.1354481      133.80529     0.23916192
              2      122.96696     0.17695919      103.15604     0.14244404      146.23691       0.251466
            2.2      135.66711     0.18679902      113.96154      0.1519784      161.21124     0.26455894
            2.4      151.86923     0.19733118      127.61495     0.15900517      180.52068      0.2812093
            2.6      171.93546     0.21174832       144.6559      0.1758465      204.16854     0.30177722
            2.8      194.10638     0.22305283      163.20991     0.17815373      230.98237     0.32087889
              3      196.00252     0.22473686      164.82639     0.18033438      233.24942     0.32415493
            3.2       95.01439      0.1574493       79.54642     0.12682451      113.79177      0.2261531
            3.4      53.538947     0.11779167      44.598538    0.094774154      64.577185     0.16794269
            3.6      33.395266    0.092044681      27.736044     0.07294208      40.429748     0.13178684
            3.8      21.870186    0.076356487      18.102776    0.064615747      26.611553     0.10618181
              4      14.639246    0.060555873      12.079238    0.047838527      17.912033    0.086648442
            4.2      9.9662378    0.049423557      8.1867707    0.038672374      12.266738    0.070730101
            4.4      6.7371619    0.040709207      5.5220204    0.031656528      8.3157182    0.058640152
            4.6      4.6747779    0.033883514       3.834923    0.027144173      5.7605864    0.048644831
            4.8      3.2902099    0.027936165      2.6857269    0.021819355      4.1005821    0.040149862
              5      3.2902099    0.027936165      2.6857269    0.021819355      4.1005821    0.040149862
