#      etaHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4       3.303151    0.029761513      2.7579265    0.023386381      3.9768879    0.043069774
           -3.8      4.7317723    0.036462368      3.9573743    0.028491007      5.6787691    0.053351133
           -3.6      6.7709817    0.043981856       5.655434    0.034152803      8.1499389    0.064748483
           -3.4      9.6314836    0.051063764      8.0452312    0.039872584      11.589755    0.074052777
           -3.2      13.336556    0.059786448      11.172782    0.047121576      15.940331    0.086209532
             -3      17.996277    0.069318429       15.09569    0.055291348       21.47909     0.09945249
           -2.8      23.817534    0.079920317      19.989852    0.063738632      28.393661      0.1148599
           -2.6      30.617374    0.089939208      25.690666     0.07195631      36.543671      0.1293571
           -2.4       38.30948     0.10053863      32.140222    0.081249375      45.679226      0.1434177
           -2.2       46.74472     0.11057344      39.241044    0.088684348      55.657049     0.15706849
             -2      55.015043     0.12004602      46.191098    0.097577158      65.455642     0.16989495
           -1.8      63.092289     0.12750365      52.931264     0.10255856       75.13197      0.1804787
           -1.6      69.925425     0.13462031      58.707485     0.11115766      83.089034     0.19085449
           -1.4      76.012098     0.13931867      63.764458     0.11193914      90.452112     0.19738601
           -1.2       80.26758     0.14270552      67.287021     0.11390636      95.549023     0.20157419
             -1      83.227145     0.14516501      69.745479     0.11739949      99.112474     0.20446466
           -0.8      84.620732     0.14622809      70.837714     0.11875223      100.90765     0.20560738
           -0.6      84.317455      0.1455611      70.601629     0.11672246      100.40234     0.20529027
           -0.4      84.425818     0.14576961      70.685853     0.11689358       100.5487     0.20628914
           -0.2      84.486941     0.14592996      70.695632     0.11752417      100.70146     0.20513893
              0      84.427776     0.14567948      70.638096     0.11683362       100.6685     0.20525715
            0.2      84.541449     0.14891838      70.840771     0.12595729      100.55843     0.20745085
            0.4      84.660628     0.14611671      70.884756     0.11699268       100.8165     0.20701945
            0.6      84.186447     0.14609101      70.492797     0.11698147      100.32185     0.20669821
            0.8      83.083453     0.14640932      69.595538      0.1180678      98.975246     0.20816361
              1      80.058688     0.14382602      67.136287     0.11698487      95.254204     0.20338147
            1.2      75.791665     0.14037981      63.589342     0.11359174       90.15301     0.19913077
            1.4      70.103333     0.13629398      58.859526     0.11202799      83.300816     0.19414447
            1.6       62.80952     0.12821898      52.724213      0.1019256      74.737214     0.18321338
            1.8      54.964296     0.12055654      46.153666    0.096078365      65.345488     0.17276671
              2      46.613411     0.11213169      39.101442    0.092096977      55.591884     0.16225116
            2.2      38.599305     0.10198353      32.367177    0.081057989      46.063488     0.14712102
            2.4      30.749396     0.09143753      25.791334    0.072960232      36.683412     0.13225145
            2.6      23.735315    0.081075089       19.92539    0.064804107      28.280067     0.11746409
            2.8      17.963337    0.071091809      15.062937    0.056857961      21.453459     0.10334468
              3      13.289695    0.060842174      11.136277    0.048031116      15.915373    0.088769205
            3.2      9.5434501    0.051658996      7.9912949    0.040882122      11.437871    0.075238327
            3.4      6.8831734    0.044440719       5.759651    0.035167105      8.2496299    0.065317174
            3.6      4.6585822    0.036543091      3.9087345    0.029854738      5.5611219    0.053250225
            3.8      3.2716248    0.030720771      2.7399948     0.02381992      3.9237884    0.045542325
              4      3.2716248    0.030720771      2.7399948     0.02381992      3.9237884    0.045542325
