#        etatop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      3.4616858    0.030052419      2.8728196    0.023339442      4.2172597    0.043631291
           -3.8      5.0068985    0.036324879      4.1725289    0.029069187      6.0656989    0.052228586
           -3.6      7.0906287    0.043864135      5.8907691    0.036328254      8.6281826    0.062376785
           -3.4      10.105998    0.051760056      8.4077835    0.040858579      12.268709    0.075112045
           -3.2      13.973161     0.06152157      11.653045    0.048185746      16.878717    0.089618991
             -3      18.749228    0.070237338      15.625891    0.055498994      22.672361     0.10106226
           -2.8      24.723442    0.080331635      20.608093    0.064556807      29.820917     0.11512626
           -2.6      31.951943    0.093060405       26.68216    0.077741253      38.452132     0.13041579
           -2.4        39.4601     0.10097916      32.991445    0.080861618      47.358361     0.14416744
           -2.2      47.751194     0.11155541      40.005254    0.090642804      57.037015     0.15806688
             -2       56.10875     0.11979077      46.951581    0.095045435      67.126755     0.16995466
           -1.8      63.940449     0.12846055      53.571652     0.10394541      76.283914     0.18148629
           -1.6       70.51457     0.13471319      59.151957     0.10862911      83.899807     0.19037887
           -1.4      75.973593     0.13906237      63.732267     0.11145035      90.358688     0.19624644
           -1.2      79.977298     0.14377974      67.132073     0.11877831      94.958577     0.20188499
             -1      81.882755     0.14460133      68.764104     0.11722569      97.091602     0.20433738
           -0.8      82.733856     0.14512326      69.469745     0.11700597       98.07638     0.20548668
           -0.6      82.879316     0.14520985      69.612081     0.11691035      98.153559      0.2051033
           -0.4      82.115684     0.14521029      68.975038     0.11790796      97.237382     0.20481126
           -0.2      81.859982     0.14452999      68.746509     0.11635739      96.996026     0.20409868
              0      82.034422     0.14538758      68.903436     0.11843379      97.145325     0.20370627
            0.2      82.338149     0.14520515      69.146941     0.11761663      97.535092     0.20579415
            0.4      82.472515     0.14545208      69.262588     0.11765648       97.71334     0.20546343
            0.6      82.642665     0.14554468      69.317115     0.11643263       98.15607     0.20591776
            0.8      81.853857     0.14525779      68.703833     0.11756981      97.164806     0.20531018
              1      79.525424     0.14376959      66.796679     0.11787798      94.310058     0.20565891
            1.2      76.054337     0.14002351      63.772009     0.11180749      90.540757     0.19896355
            1.4      70.651847      0.1351843      59.199673     0.10782021      84.253449     0.19232932
            1.6       63.62872     0.12955818      53.351227     0.10532377      75.814973     0.18445063
            1.8      56.239994     0.12124778      47.051827    0.096078175       67.32511     0.17356964
              2      47.934066      0.1132906      40.104266    0.092272832       57.38175     0.16265248
            2.2      39.540404      0.1040266      33.076928    0.084370051      47.392041     0.15019099
            2.4       31.84578    0.092545149      26.584233    0.074938784      38.328949      0.1327156
            2.6      24.776459    0.084530267      20.700953     0.07418505      29.785386     0.11973758
            2.8      18.677565    0.071307057      15.572409    0.056154103      22.540671     0.10476017
              3      13.789671    0.061625154      11.498585     0.04922443      16.643684    0.089788582
            3.2      10.064457    0.052368073      8.3895605    0.041357999      12.170809    0.076455791
            3.4      7.2078077    0.044236654      5.9995371    0.034785071      8.7352986     0.06489828
            3.6      4.9266925    0.036766479      4.1022404    0.028420134      5.9725814    0.054316131
            3.8      3.4396999    0.030819042      2.8625168    0.024046894      4.1633936    0.045669187
              4      3.4396999    0.030819042      2.8625168    0.024046894      4.1633936    0.045669187
