#R_etaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      11.261957    0.054126589      9.4183316    0.046014483      13.345016    0.075147621
            0.2      32.147471     0.09000106      26.877444    0.072555649      38.122004     0.12587262
            0.4      49.453023     0.11154305      41.333859     0.09002082      58.696759     0.15600415
            0.6      63.038147     0.12601261      52.763306     0.10210838       74.74836     0.17745508
            0.8      73.675931     0.13616084      61.685169     0.10922416       87.38428     0.19122279
              1       81.99811     0.14460575      68.654557     0.11776363      97.355375     0.20296414
            1.2      89.358873      0.1500149      74.886094      0.1212722      106.03564       0.211953
            1.4      96.694038     0.15657676      81.014137     0.12662802      114.93905     0.22050919
            1.6      104.20942     0.16317429      87.366003     0.13320103      123.80873     0.22997631
            1.8       112.3098      0.1699532      94.194857     0.13980485      133.51112     0.23915252
              2      122.57282     0.17729114      102.88087     0.14427003      145.66149      0.2513398
            2.2      135.71861     0.18627587      113.98877     0.14986307      161.24667     0.26570237
            2.4      151.74939     0.19725347      127.46418      0.1578808      180.54207     0.28180514
            2.6      171.49213      0.2096742      144.10589     0.16883337      204.07122     0.30030539
            2.8      193.42762     0.22325739       162.6998     0.17890402       230.0466     0.32180741
              3      195.35046     0.22512131      164.30515      0.1817456      232.52327     0.32403892
            3.2      94.728446     0.15666972      79.297505     0.12407782      113.44961     0.22513159
            3.4      53.394084     0.11914632      44.515648    0.099773915      64.313357     0.16922523
            3.6      33.371706    0.092240652      27.691054    0.073608887      40.456761      0.1320882
            3.8      21.844626    0.074548329      18.074207    0.059278985      26.592844      0.1069262
              4      14.635215     0.06053313      12.061496    0.048146172       17.92786     0.08749571
            4.2      9.9066196    0.049253598      8.1442695    0.038664509      12.186675    0.070685011
            4.4      6.7627331    0.040633903      5.5424829    0.031898978      8.3574427     0.05827217
            4.6      4.7492455    0.034212606      3.8899195    0.026830123      5.8692184    0.049295504
            4.8      3.2186912    0.027969327      2.6391607    0.021964766      3.9727786    0.040305234
              5      3.2186912    0.027969327      2.6391607    0.021964766      3.9727786    0.040305234
