#       etatbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      3.8360459     0.12591196      3.8253332     0.12566626      3.8540109     0.12796018
           -3.8      5.2682974     0.14665251      5.2161773     0.14770617      5.2860687     0.14693058
           -3.6      7.9838296     0.17870216      7.9555797      0.1781958      8.0412252     0.18003994
           -3.4      11.673258     0.21791491      11.615069      0.2176077      11.750497     0.22124467
           -3.2       16.40309     0.25464176      16.330792     0.25425606      16.548826     0.25810128
             -3      21.862354     0.29672907      21.746543     0.29781299      22.072855     0.30288072
           -2.8      29.898917     0.34708507      29.760873     0.34580156      30.130312     0.35026254
           -2.6      38.541569     0.39672736      38.300702     0.39602844      38.774509     0.40238401
           -2.4        48.5691       0.439527      48.373529     0.43883035       49.06916     0.44897513
           -2.2      58.055089     0.48405372       57.70263     0.48402515      58.529398     0.49143051
             -2      68.355079     0.52432215      68.010765     0.52469341      68.977751     0.52983882
           -1.8       78.49874     0.55241283      78.012798     0.55275479      79.140245     0.56196284
           -1.6      86.892838     0.58539156      86.339106     0.58327589      87.720044     0.59323226
           -1.4       93.66855     0.60892432      93.114486     0.60332384      94.661833     0.61496486
           -1.2      98.016498     0.62068032      97.413608     0.62020931      98.893706     0.63736853
             -1      101.72591     0.63575867      101.17449     0.63106353      102.83961     0.64233007
           -0.8      100.70985     0.62408801      100.00087     0.62413553      101.70115     0.63582116
           -0.6      101.26642      0.6204596      100.65219     0.61742453       102.2351     0.62938746
           -0.4      101.21931     0.63157269      100.54709     0.62865356      102.27308     0.64117191
           -0.2      100.84814     0.62426921      100.21711     0.62096257      101.93754     0.63087733
              0      101.52732     0.63340295      100.90755     0.63059735      102.61378     0.64115362
            0.2      102.09876     0.63110259      101.38308      0.6297729      103.03752     0.64158812
            0.4      101.83051     0.62413891      101.21249     0.62154067      102.87166     0.63118049
            0.6      100.94052      0.6257949      100.31765      0.6232406      102.03526     0.63371721
            0.8      99.492034     0.62638564      98.799194     0.62282481      100.41092     0.63490896
              1      98.291368     0.61830405      97.642959     0.61672381      99.156989     0.62830785
            1.2      93.351388     0.60125492      92.818393     0.59848648      94.328156     0.61061359
            1.4      88.363015     0.58714048      87.887504     0.58648461      89.259272     0.59694536
            1.6      78.843401     0.55716488      78.427035     0.55708507      79.595361     0.56800198
            1.8      69.533298     0.52898485      69.126625     0.52689563      70.141097     0.53556422
              2      58.024715     0.48582102      57.743311     0.49068571      58.627021     0.49509662
            2.2      48.750954     0.44126034      48.505665     0.43949346      49.111266     0.44816709
            2.4      38.901406     0.39646733      38.697908     0.39500279      39.256072     0.40414745
            2.6      29.618146     0.35108319       29.49508     0.35104822      29.770736     0.35902697
            2.8      22.682007     0.30701984      22.606984     0.30859454      22.795451     0.31155541
              3      16.936118     0.26246966      16.828786     0.26312148      17.034687     0.26651522
            3.2      11.780138     0.22036079      11.751639     0.22278309      11.846125     0.22297242
            3.4      8.2683926     0.18594222      8.2288954     0.18542055       8.318774     0.18743152
            3.6      5.4073374     0.15106749       5.385675     0.15064702      5.4411933     0.15191336
            3.8      3.8273106      0.1237863      3.8173103     0.12363254      3.8471855     0.12592532
              4      3.8273106      0.1237863      3.8173103     0.12363254      3.8471855     0.12592532
