#R_etaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      13.648858     0.22282903       13.57661     0.22179852      13.814691     0.22713925
            0.2      38.505028     0.37826912      38.329709      0.3766543      39.098373     0.38691378
            0.4      58.651538     0.47031972      58.416093     0.46861827      59.549589     0.48491478
            0.6      75.975883     0.53385288      75.680629     0.53197028      76.930086     0.55070052
            0.8      89.642402     0.58023821      89.273472      0.5796605      90.568359     0.58986499
              1      98.387411     0.61134635      97.892401     0.60899801      99.431312     0.62190073
            1.2      108.56461     0.64201959      107.99606     0.63917175      109.67443     0.64814512
            1.4      116.76081     0.67142008      116.19073     0.67501814      117.97503     0.68483897
            1.6      125.70586     0.69259505      124.96464     0.69134498      126.77565     0.69902236
            1.8      136.88427     0.73035772      136.03472     0.72653352      138.02029     0.73673404
              2       149.5801     0.76916411       148.6527      0.7680838      150.85908     0.78694199
            2.2      165.88273     0.80040763      165.05926     0.80451921      167.33049     0.81427342
            2.4      187.28551     0.86513607      186.08244     0.86098974      188.90584     0.87525458
            2.6      211.75974     0.92170796      210.39315     0.91711642       213.7464     0.93513232
            2.8       239.1099     0.98641859      237.50192      0.9843492      241.47767      1.0033468
              3      243.14035      1.0059123      241.73191     0.99431978      246.00894      1.0200041
            3.2      118.67369     0.70837761       118.0773     0.71189566      120.17301     0.73532925
            3.4      67.432642      0.5241768      67.095888     0.52339374      68.168644     0.53576354
            3.6      43.504553     0.41686911      43.285507      0.4155704      43.880052     0.42591584
            3.8      27.914428     0.32730872      27.719053      0.3269489      28.079037     0.32854745
              4      18.635064     0.27063359      18.523426     0.27167749      18.782859     0.27595288
            4.2       12.55051      0.2175334      12.500638     0.21826819      12.619332     0.21835775
            4.4      8.7042071     0.18083096      8.6523969     0.18106231      8.7648736     0.18192031
            4.6      5.7780776     0.14676807      5.7494998     0.14650687      5.8078764     0.14734154
            4.8      4.0574725     0.12209891      4.0482553     0.12188589      4.0825667     0.12269301
              5      4.0574725     0.12209891      4.0482553     0.12188589      4.0825667     0.12269301
