#          ytop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4   -0.060580551       0.108216   -0.062068425     0.10652991   -0.060289065     0.10895022
           -3.8    0.056880019    0.025111616    0.056343344    0.024935129    0.058362217    0.025884853
           -3.6    0.076593041    0.027542474     0.07332474    0.027531127     0.07804065    0.027912027
           -3.4     0.19150304     0.03115971      0.1888287    0.031134707     0.19754057    0.031763152
           -3.2      1.1034405    0.068710556      1.0894357    0.068851349      1.1092208    0.068747025
             -3      2.9401933     0.11038411      2.9186064     0.11093567      2.9475958     0.11058014
           -2.8      6.3852385     0.16192372      6.3667941     0.16161012      6.4227056     0.16335573
           -2.6      12.097091     0.22492356      12.064089     0.22457103      12.199603     0.22713544
           -2.4      20.143523     0.28400266      20.025846     0.28400503      20.214014      0.2867566
           -2.2      30.462511     0.35034775      30.358229     0.35055262      30.718669     0.35568385
             -2      44.183148     0.42727708      43.954293     0.42621828      44.463936     0.43403826
           -1.8      59.126289     0.48603816      58.889893     0.48820338      59.681051     0.49558856
           -1.6      74.285928      0.5470771      73.894497      0.5450429       74.83383     0.55548142
           -1.4      92.512187     0.60251381      91.967604     0.59981097      93.292631     0.61171292
           -1.2      108.76114     0.65220365      108.21506      0.6511025      109.96231     0.67290371
             -1      123.39648     0.69457725      122.62316     0.69429049      124.67755     0.70775772
           -0.8      138.28431     0.73015992      137.51844     0.72726616      139.91657     0.74391742
           -0.6      149.29589     0.76596059      148.41815     0.76176968      150.89209     0.77948579
           -0.4      158.55289     0.78106487      157.64573     0.78521653       160.4619     0.80333527
           -0.2      161.88142     0.79053512      160.90125     0.78943461      163.68083     0.80967989
              0      161.73276     0.79173094      160.84728      0.7906079      163.59384     0.80588954
            0.2      157.98128     0.77469883      157.00442     0.77180333      159.67574     0.78724662
            0.4       151.0652     0.76417093      150.16398       0.760716      152.71865     0.77392275
            0.6        139.405     0.73036409      138.55874     0.72680308      140.80283     0.73923757
            0.8      125.05665     0.69530992      124.38129     0.69718746      126.39589     0.70883516
              1      110.11313     0.66427184      109.52884     0.66290488       111.1638     0.68028898
            1.2      90.807415      0.5936856       90.22873     0.59170153      91.573888     0.60045149
            1.4      76.047977     0.56098745      75.631844     0.55855514      76.735673     0.57196363
            1.6      58.851233     0.48457735      58.638493     0.48430541       59.47291      0.4930137
            1.8      43.516896      0.4224273      43.308045     0.42078869      43.817691      0.4265616
              2       30.70883     0.35574149      30.559942     0.35607967       30.89812      0.3598762
            2.2      19.631447     0.28539384      19.544297     0.28454629      19.752839     0.28733354
            2.4      11.905767     0.22292044      11.829688     0.22322596      11.954074     0.22668559
            2.6        6.11959     0.16497356      6.1064333     0.16595511      6.1342748     0.16542349
            2.8      3.2241353     0.11945099      3.2185385     0.11927914      3.2333744     0.11961393
              3     0.98860968    0.065515787     0.98580692    0.065407033     0.99105467    0.065631198
            3.2     0.12270898    0.020390916     0.10916881     0.01911482     0.13358446    0.021379994
            3.4    0.029797365    0.017763219    0.024000781    0.016536655     0.03373239    0.018575456
            3.6   0.0042471369    0.030809422  -0.0031238656    0.029273921   0.0055214057    0.032031835
            3.8     0.17051108     0.12056588     0.16997482     0.12018488     0.17220829     0.12180338
              4     0.17051108     0.12056588     0.16997482     0.12018488     0.17220829     0.12180338
