#        yHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4   -0.071934365    0.066308987   -0.072535569    0.067585042   -0.071051475    0.064574238
           -3.8    0.075599365    0.048823824    0.074379839    0.048599723    0.077040744    0.049130275
           -3.6     0.16011358    0.034338994     0.15981937    0.034341908     0.16031742    0.034336872
           -3.4     0.19741125    0.036195806     0.19718203    0.036153453     0.19895098     0.03628721
           -3.2     0.96125246     0.06346029     0.96016017    0.063364013       0.963685     0.06360247
             -3      2.4986824     0.10458749      2.4932421     0.10443293      2.5083492     0.10501544
           -2.8       5.412106     0.15194221      5.3969032     0.15164237      5.4392394     0.15277096
           -2.6       10.61329     0.21148403       10.56231     0.21117032      10.686309     0.21327119
           -2.4      17.892578     0.27118054      17.816957      0.2703425      18.014135     0.27349788
           -2.2      27.789789     0.33739826      27.665834     0.33611508      27.978517     0.34156718
             -2      39.865917     0.40291648      39.681743     0.40138396      40.235346     0.40714884
           -1.8      54.022519      0.4615988      53.752648     0.45965191      54.463422     0.46793754
           -1.6      71.344748     0.53538051      70.984491     0.53346311      72.090295     0.54998628
           -1.4      90.175181     0.59035607        89.7167     0.58988586      91.043438     0.59718194
           -1.2      108.65957     0.65454454      108.22071      0.6559393      109.76705     0.66591087
             -1      127.02207     0.70415138       126.1586     0.70153825      128.19182     0.71580492
           -0.8      141.35307     0.75043017      140.68275     0.75075815      142.85616     0.76149477
           -0.6      154.78592     0.77836862       153.8616     0.77568376      156.55226     0.79227717
           -0.4      163.42835      0.7881012      162.38826     0.78877483      165.09038      0.8084968
           -0.2      169.58012     0.80116077      168.52829     0.79769813      171.25278     0.81912516
              0      167.31942     0.80410726      166.26485     0.79995491      169.02922     0.81863311
            0.2      163.12451     0.79327482      162.12535      0.7910027      164.71596     0.80560349
            0.4       155.1173     0.77237386      154.03955      0.7712203      156.65722     0.78968657
            0.6      141.90225     0.74413663      141.01608     0.74370249      143.34773     0.76063792
            0.8      125.40354     0.70138918       124.7933     0.70517358      126.82104     0.71809072
              1      107.95557     0.65826279      107.41308     0.66128208      108.98035     0.66990656
            1.2      91.896226     0.59857567      91.443354     0.59920895      92.585342     0.61335378
            1.4      72.873588     0.54142934      72.503032     0.53939229      73.489682      0.5497507
            1.6      55.174727     0.47192898      54.876434     0.47051836      55.655331     0.48029331
            1.8      40.616651     0.41150819      40.420667     0.41300001      40.997826     0.41806729
              2      27.729449      0.3424528      27.622596     0.34191524      27.985939     0.34823325
            2.2      17.760754      0.2786932      17.695456     0.27802409      17.866367     0.28242134
            2.4      10.458753     0.21099887      10.412375     0.21058268      10.534086     0.21401344
            2.6      5.4235723     0.15576407      5.3954898     0.15618376       5.457824      0.1581185
            2.8      2.7842078     0.10825913      2.7791141     0.10814527      2.7908676     0.10906745
              3     0.80161612    0.064994298     0.80013069     0.06489819     0.80444616    0.065131176
            3.2    0.070356438    0.023969632    0.065969504    0.023261434    0.073825695    0.024312188
            3.4    0.068449478    0.028943336    0.062350999    0.028064078    0.070725123    0.029291461
            3.6     0.11446809    0.045968442     0.10481423    0.043198226     0.13344786    0.051543084
            3.8    0.056947641    0.092033311    0.055306768    0.091387322    0.057180552    0.092083568
              4    0.056947641    0.092033311    0.055306768    0.091387322    0.057180552    0.092083568
