#        pttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.19266223   0.0039349491     0.19181852   0.0039897724     0.19481233   0.0041698736
             10     0.57809382   0.0068187708     0.57661918    0.006797077     0.58794552   0.0072038446
             20     0.93347004   0.0087096513     0.92931828   0.0087323192      0.9448206   0.0090525234
             30       1.261713    0.010236003      1.2551429    0.010207354      1.2717456    0.010476631
             40      1.5432218    0.011379934      1.5358572    0.011491619      1.5576481     0.01181662
             50       1.793075    0.011915753      1.7830174    0.011924178      1.8090053    0.012052853
             60       1.998856    0.012680669      1.9862901    0.012686675      2.0164329    0.013034364
             70      2.1170364    0.012941013      2.1027295    0.012885441      2.1344818    0.013078622
             80      2.2193739    0.013244698      2.2062646    0.013215669      2.2386819    0.013414944
             90      2.2755161    0.013372443      2.2615576    0.013326108      2.2956035    0.013536434
            100      2.2824324    0.013399958      2.2687663    0.013359279      2.3004747    0.013508067
            110      2.2153114    0.012998149      2.2017035    0.012981719      2.2322063    0.013240329
            120       2.173785    0.012985303      2.1605573    0.012965701      2.1942183     0.01320581
            130      2.1009097    0.012849284      2.0864351    0.012846142      2.1164043    0.013122044
            140       2.028197    0.012547436       2.015334    0.012481986      2.0475015    0.012668424
            150      1.9010472    0.012274447      1.8885499     0.01221017      1.9187805    0.012400313
            160      1.7890666     0.01197685      1.7782154    0.011866444      1.8071514    0.012066965
            170      1.6548755    0.011402376      1.6459661    0.011402541      1.6724514    0.011606078
            180      1.5390972    0.010950747      1.5296128    0.010938838      1.5542192    0.011053775
            190      1.3991926    0.010506026      1.3889476    0.010463687      1.4122359    0.010686115
            200      1.2837587    0.010031559      1.2758668   0.0099781547       1.297186    0.010156126
            210      1.1997979   0.0096976764      1.1923267   0.0096786746       1.212982   0.0098525935
            220       1.072715   0.0091764173      1.0672894   0.0091806657      1.0851031   0.0093408662
            230     0.97948785    0.008739826     0.97362212   0.0087250012     0.99006007   0.0088818142
            240     0.88190841   0.0083228432     0.87608721    0.008242535      0.8909077   0.0083604668
            250     0.79707115   0.0079730193     0.79288154   0.0079691951     0.80579049   0.0080761309
            260     0.72107778   0.0074856987     0.71619107   0.0074680102     0.72793719   0.0075804322
            270     0.65228671   0.0071799341     0.64781295   0.0071808448     0.65796296   0.0073044299
            280     0.57924991   0.0068144949     0.57610556   0.0067818721     0.58586579   0.0069123186
            290     0.52441548   0.0064885631     0.52153636   0.0064807142     0.52949236   0.0065709038
            300     0.46676779   0.0059699501     0.46442656   0.0059458993     0.47131454   0.0060371496
            310      0.4156368   0.0057620812     0.41360735   0.0057398459     0.42038813   0.0058204968
            320     0.37419996   0.0054586662     0.37235998   0.0054358076     0.37870754   0.0055184893
            330     0.33483472   0.0051751515     0.33276413   0.0051574475     0.33805567   0.0052486572
            340     0.29524095   0.0047709165       0.293885   0.0047535238     0.29839707   0.0048145935
            350     0.27207891   0.0046096451     0.27098866   0.0045974997     0.27536895     0.00467071
