# R_etaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0       12.90495     0.21756967      12.838813     0.21658627      13.137389     0.22281356
            0.2      38.075392     0.38171633       37.92041     0.38004347      38.611209     0.38817852
            0.4      58.865221     0.47512136      58.619233     0.47338355      59.764485     0.48678743
            0.6      75.399251     0.53121638      75.100297       0.529426      76.332746     0.54118876
            0.8      87.664325     0.57537926      87.263852      0.5748222      88.749634     0.58453386
              1      98.320835     0.61522947       97.93629      0.6156109       99.52048     0.62775975
            1.2      107.45683     0.63978732       106.8821     0.63693148      108.56237     0.64961355
            1.4      116.58221     0.66875907      115.92691     0.66577625      117.75307     0.67619353
            1.6      125.80448     0.69976642      125.06157     0.69600865      126.85613     0.70659202
            1.8      137.18139      0.7270267      136.34157     0.72332482      138.33895     0.73670498
              2      149.99097     0.76856704      149.08465     0.76787713      151.20301     0.77516506
            2.2      166.78346     0.81656084      165.71734     0.81311827      168.11056     0.82490574
            2.4      187.00982     0.85641276      185.81756     0.85204389      188.71992     0.86968697
            2.6      211.79941     0.93120922      210.23276     0.92938647      213.43746      0.9531324
            2.8        240.266     0.98211766      238.72413     0.97687731      242.70623     0.99261253
              3       244.9557     0.98944055      243.54144      0.9902194      247.72088      1.0271108
            3.2       119.2338     0.70290098      118.53046      0.7006257      120.48473     0.72145573
            3.4      68.031839     0.53121285       67.70433     0.53289251      68.626131     0.54323373
            3.6      41.963748     0.40401312      41.723009     0.40352092      42.262809     0.40972864
            3.8      27.927205     0.33157828      27.845134     0.33061222      28.226398     0.34029248
              4      18.469088     0.27054038      18.336189     0.27365502      18.589864     0.27559482
            4.2      12.680854     0.22048905      12.628464     0.22075802      12.764633     0.22180155
            4.4       8.595259     0.18198336      8.5441897     0.18188059      8.6473468     0.18303492
            4.6       5.948549     0.14865218      5.9118113     0.14869483      5.9877261     0.14959044
            4.8      4.0665218      0.1203931       4.046005     0.11994816      4.0945957     0.12112388
              5      4.0665218      0.1203931       4.046005     0.11994816      4.0945957     0.12112388
