#  detaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      3.2733793     0.10986127      3.2589219     0.10953789      3.2936908     0.11043859
           -3.8      4.5607731     0.12845178      4.5356681     0.12860146      4.5844407     0.12899432
           -3.6      6.1619122     0.15095251      6.1314861     0.15033018      6.2003852      0.1517897
           -3.4      8.0258388     0.17586259      7.9614684     0.17584866      8.0753722     0.17682362
           -3.2      10.558833     0.20122126      10.496968     0.20030732      10.633445     0.20266862
             -3      13.555967     0.22900808      13.491257     0.22819205      13.691183     0.23322821
           -2.8      17.594745     0.26311354      17.483195     0.26359646      17.700401     0.26430751
           -2.6      22.636847     0.29639628      22.488784     0.29357042      22.786856     0.29728499
           -2.4       27.84498     0.32711074       27.62382     0.32939268      28.110937     0.33442753
           -2.2      35.186485     0.37062476      34.952738     0.36900224      35.405975     0.37319142
             -2      43.379073     0.41986431      43.097429     0.41741006      43.745845     0.42514877
           -1.8      55.115734     0.46783433      54.766818     0.46538823      55.581843     0.47396249
           -1.6      66.644781     0.51404029      66.229188     0.51149192      67.277639     0.52085538
           -1.4      79.510568     0.55836832      78.977798     0.55600754      80.166624     0.56618064
           -1.2      94.493945     0.61243581      93.910236     0.60925228      95.273651     0.62325175
             -1      110.73984     0.66344224      110.05438     0.66200687       111.8348     0.67484466
           -0.8      127.76809     0.70963553      127.10077     0.70791614      129.20234     0.72297915
           -0.6      140.43682      0.7470032      139.64858     0.74355662      142.00528     0.76034112
           -0.4      151.92318     0.77220797      151.09367     0.76964567      153.69949     0.78513346
           -0.2       157.1804     0.78559154      156.33708     0.78407034      159.29527      0.8073856
              0       156.9389     0.78713742      156.21972     0.79032288      158.80165     0.80225174
            0.2      151.72203     0.77536479      150.78824     0.76745292      153.28835     0.78350191
            0.4      140.13872     0.75192021       139.4404     0.75173301      141.77511     0.76728981
            0.6      126.14117     0.70250921      125.49117     0.70207064      127.57064     0.71670509
            0.8      110.87424     0.66144129      110.24079     0.65902302      111.93665     0.67326223
              1      94.363261     0.60978321      93.796514     0.60683363       95.24486     0.61615017
            1.2       79.16012     0.56600491      78.778855     0.56517163      80.049367     0.57640648
            1.4      66.223578     0.51250455      65.805885     0.50991638      66.804528     0.51893365
            1.6      54.247868     0.47119419      53.897467     0.46857216      54.669145     0.47610805
            1.8      43.485242     0.41021613      43.170614     0.40942162      43.797072     0.41485438
              2      34.929257     0.36990733      34.744895     0.37082358      35.204876     0.37436657
            2.2      27.942005     0.32867858      27.766508     0.32701443      28.157091      0.3323031
            2.4      22.714925     0.29345494      22.549279     0.29304446      22.834427     0.29466785
            2.6      16.980808     0.25604098      16.884472     0.25564476      17.074351     0.25755302
            2.8      13.450468     0.22618005      13.350662     0.22533459      13.538673     0.22808527
              3      10.554929     0.19895301      10.518792     0.19915323      10.615905     0.19987149
            3.2      7.9665958     0.17238693       7.886335     0.17199552      8.0177249     0.17329476
            3.4      6.1793984     0.15068267      6.1374535     0.15045564      6.2179245     0.15153945
            3.6      4.6315915     0.13348226      4.6035754     0.13282711      4.6609256      0.1342049
            3.8      3.5608809     0.11431726      3.5488265     0.11425422      3.5841658     0.11497163
              4      3.5608809     0.11431726      3.5488265     0.11425422      3.5841658     0.11497163
