#    masst+tbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0              0              0              0              0              0              0
             20              0              0              0              0              0              0
             40              0              0              0              0              0              0
             60              0              0              0              0              0              0
             80              0              0              0              0              0              0
            100              0              0              0              0              0              0
            120              0              0              0              0              0              0
            140              0              0              0              0              0              0
            160              0              0              0              0              0              0
            180              0              0              0              0              0              0
            200              0              0              0              0              0              0
            220              0              0              0              0              0              0
            240              0              0              0              0              0              0
            260              0              0              0              0              0              0
            280              0              0              0              0              0              0
            300              0              0              0              0              0              0
            320              0              0              0              0              0              0
            340     0.75918838   0.0060353259     0.75092578   0.0058582484     0.79085333   0.0065582885
            360      1.7492952   0.0082589461      1.7439877    0.008248955      1.7664953   0.0083642522
            380      1.9456511   0.0086444191      1.9343423   0.0086332465       1.958232   0.0087627558
            400      1.9061917   0.0085891032      1.8937957    0.008568297      1.9185957   0.0087298188
            420      1.8123647    0.008316938      1.7978287   0.0083029922      1.8239958   0.0084136336
            440      1.6496909   0.0079556891      1.6385119   0.0079182966      1.6624945   0.0080895958
            460      1.5022166   0.0076939602      1.4913037   0.0076649983      1.5142036   0.0077856407
            480      1.3314509   0.0072199007      1.3214192   0.0071750178      1.3427466   0.0072977342
            500      1.1856468   0.0068369124       1.176902   0.0067689043      1.1946794   0.0069164761
            520      1.0502087   0.0065056027      1.0428445   0.0064620614      1.0609506   0.0066000684
            540     0.94111401   0.0060576673     0.93461648   0.0060245711      0.9496713   0.0061681744
            560     0.83606516   0.0057499179     0.83032807   0.0057200029     0.84540504   0.0058539972
            580     0.73213377   0.0053627881     0.72683241   0.0053306259     0.73884671   0.0054079757
            600     0.65106913   0.0050674607     0.64666965   0.0050408492     0.65696979   0.0051566453
            620     0.57609649    0.004756282     0.57227371   0.0047309106     0.58193057   0.0048015667
            640     0.50715469   0.0044538881     0.50408422   0.0044411287     0.51207582   0.0045094599
            660     0.45697642   0.0042776676     0.45436383   0.0042763844     0.46182966   0.0043651393
            680     0.40296729   0.0039916599     0.40119178   0.0039760587      0.4081472   0.0040708215
            700     0.35945734   0.0037218644     0.35702693   0.0037189364     0.36293004   0.0037664236
            720     0.31635117   0.0035478676     0.31452784   0.0035387181     0.31916403   0.0035859651
            740      0.2809626   0.0033387816     0.27920647   0.0033260463     0.28367742   0.0033800222
            760     0.25691423   0.0031622138     0.25549858   0.0031480377      0.2597001   0.0031958474
            780     0.22134637   0.0029436512     0.22004682   0.0029447173     0.22353022    0.002985337
            800     0.20423081   0.0028389947     0.20314483   0.0028270182     0.20643431   0.0028668856
            820     0.18460767   0.0026999734     0.18343983   0.0027035396     0.18599118   0.0027456493
            840     0.16803348    0.002584621     0.16732354    0.002575204     0.17003127   0.0026178148
            860     0.15123362    0.002429067     0.15037723   0.0024255047     0.15309676   0.0024616147
            880      0.1325373   0.0022772221     0.13194492   0.0022714249     0.13420528   0.0023064272
            900     0.12124676   0.0021638363     0.12078041   0.0021565811      0.1230598   0.0022249236
            920     0.10607297    0.002028913     0.10564772   0.0020221153     0.10717127   0.0020475202
            940    0.099333851   0.0019778748     0.09887821   0.0019793885    0.099877226   0.0020143307
            960    0.086527703   0.0018158864    0.086211593   0.0018098542    0.087468498   0.0018361745
            980     0.07981343   0.0017839637    0.079505233   0.0017779021    0.080736043   0.0018104615
           1000     0.07981343   0.0017839637    0.079505233   0.0017779021    0.080736043   0.0018104615
