#R_etaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      2.5657211              0      2.5484944              0      2.5829478              0
            0.2      7.1713138              0      7.1465566              0       7.196071              0
            0.4      10.927564              0      10.899329              0      10.955799              0
            0.6      13.741856              0      13.713755              0      13.769957              0
            0.8      16.014889              0      15.986509              0      16.043269              0
              1      17.710385              0      17.682821              0      17.737949              0
            1.2      19.202732              0      19.176119              0      19.229345              0
            1.4      20.801323              0      20.774711              0      20.827935              0
            1.6      22.473224              0      22.446054              0      22.500394              0
            1.8      24.464312              0      24.436863              0      24.491761              0
              2      27.028784              0      27.000317              0      27.057251              0
            2.2      30.191805              0      30.161665              0      30.221945              0
            2.4      34.080267              0      34.048324              0       34.11221              0
            2.6      38.669026              0      38.634232              0       38.70382              0
            2.8      43.336194              0      43.297565              0      43.374823              0
              3      41.960136              0      41.917956              0      42.002316              0
            3.2      19.528514              0      19.495195              0      19.561833              0
            3.4      10.411899              0      10.385343              0      10.438455              0
            3.6      6.1379002              0      6.1140782              0      6.1617222              0
            3.8       3.775476              0      3.7554751              0      3.7954769              0
              4      2.3713511              0       2.351365              0      2.3913372              0
            4.2      1.4519848              0      1.4079958              0      1.4959738              0
            4.4     0.97597814              0     0.96371811              0     0.98823817              0
            4.6     0.63871457              0     0.62736992              0     0.65005922              0
            4.8     0.41829793              0     0.40410009              0     0.43249577              0
              5     0.41829793              0     0.40410009              0     0.43249577              0
