#  dphiHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      19.719925              0      19.684728              0      19.755122              0
            0.2      19.473902              0      19.440883              0      19.506921              0
            0.4      19.142442              0      19.111072              0      19.173812              0
            0.6      19.109054              0      19.077592              0      19.140516              0
            0.8      19.163742              0      19.135629              0      19.191855              0
              1      19.486996              0      19.460116              0      19.513876              0
            1.2       20.26815              0      20.241438              0      20.294862              0
            1.4      21.365609              0      21.338561              0      21.392657              0
            1.6      23.009761              0      22.981732              0       23.03779              0
            1.8      25.174852              0      25.146537              0      25.203167              0
              2      28.008097              0      27.977956              0      28.038238              0
            2.2      31.617682              0      31.585328              0      31.650036              0
            2.4      35.956916              0      35.921262              0       35.99257              0
            2.6      40.630734              0      40.590387              0      40.671081              0
            2.8      44.316151              0      44.268613              0      44.363689              0
              3      30.368251              0      30.304828              0      30.431674              0
            3.2      30.368251              0      30.304828              0      30.431674              0
