# R_etattbarHig        central        num_err    min (scale)        num_err    max (scale)        num_err
# gs
              0              0              0              0              0              0              0
            0.2              0              0              0              0              0              0
            0.4              0              0              0              0              0              0
            0.6              0              0              0              0              0              0
            0.8              0              0              0              0              0              0
              1              0              0              0              0              0              0
            1.2              0              0              0              0              0              0
            1.4              0              0              0              0              0              0
            1.6              0              0              0              0              0              0
            1.8              0              0              0              0              0              0
              2              0              0              0              0              0              0
            2.2              0              0              0              0              0              0
            2.4              0              0              0              0              0              0
            2.6              0              0              0              0              0              0
            2.8              0              0              0              0              0              0
              3      114.87246              0      114.80903              0      114.93589              0
            3.2       129.2955              0      129.22124              0      129.36976              0
            3.4      65.660443              0      65.610106              0       65.71078              0
            3.6      37.254547              0      37.208967              0      37.300127              0
            3.8      22.215681              0      22.183201              0      22.248161              0
              4      13.998993              0       13.96988              0      14.028106              0
            4.2      9.1895801              0      9.1671137              0      9.2120465              0
            4.4      6.2719834              0      6.2528817              0      6.2910851              0
            4.6      4.4595774              0      4.4419449              0      4.4772099              0
            4.8      3.2254059              0       3.211206              0      3.2396058              0
              5      3.2254059              0       3.211206              0      3.2396058              0
