#       dyttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4    0.036697295              0    0.025500289              0    0.047894301              0
           -3.8    0.071719911              0    0.063773415              0    0.079666407              0
           -3.6     0.15887016              0      0.1437953              0     0.17394502              0
           -3.4     0.25461948              0     0.24315582              0     0.26608314              0
           -3.2      0.4178151              0     0.40533831              0     0.43029189              0
             -3     0.65327213              0     0.64022445              0     0.66631981              0
           -2.8      1.0472583              0         1.0329              0      1.0616166              0
           -2.6      1.5484943              0       1.534084              0      1.5629046              0
           -2.4      2.3392109              0        2.32342              0      2.3550018              0
           -2.2      3.4138022              0       3.397448              0      3.4301564              0
             -2      4.9904879              0       4.972059              0      5.0089168              0
           -1.8      7.0523899              0      7.0327299              0      7.0720499              0
           -1.6       9.733741              0      9.7125495              0      9.7549325              0
           -1.4      13.132789              0      13.109454              0      13.156124              0
           -1.2      17.130002              0      17.104933              0      17.155071              0
             -1      21.478478              0      21.451592              0      21.505364              0
           -0.8       25.95703              0      25.927997              0      25.986063              0
           -0.6      30.234425              0      30.203108              0      30.265742              0
           -0.4      33.450762              0      33.417497              0      33.484027              0
           -0.2      35.306772              0      35.272328              0      35.341216              0
              0      35.402886              0      35.368368              0      35.437404              0
            0.2      33.487012              0      33.453697              0      33.520327              0
            0.4      30.096624              0      30.065294              0      30.127954              0
            0.6      25.969625              0      25.940483              0      25.998767              0
            0.8      21.502683              0      21.475873              0      21.529493              0
              1      17.066823              0      17.042074              0      17.091572              0
            1.2       13.11981              0      13.096639              0      13.142981              0
            1.4      9.7657735              0      9.7445425              0      9.7870045              0
            1.6      7.0185802              0      6.9991588              0      7.0380016              0
            1.8      4.9820938              0      4.9630441              0      5.0011435              0
              2      3.4083833              0      3.3912713              0      3.4254953              0
            2.2      2.3368572              0      2.3207169              0      2.3529975              0
            2.4      1.5750721              0      1.5604316              0      1.5897126              0
            2.6      1.0470184              0      1.0322344              0      1.0618024              0
            2.8     0.66809515              0     0.65411982              0     0.68207048              0
              3     0.42379693              0     0.41116841              0     0.43642545              0
            3.2     0.27039522              0     0.25751186              0     0.28327858              0
            3.4     0.14746145              0     0.13612233              0     0.15880057              0
            3.6     0.06782191              0    0.057764507              0    0.077879313              0
            3.8    0.034915112              0    0.025992286              0    0.043837938              0
              4    0.034915112              0    0.025992286              0    0.043837938              0
