#    R_etattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.27209765              0       0.269076              0      0.2751193              0
            0.2     0.73577115              0     0.73063104              0     0.74091126              0
            0.4      1.1522344              0      1.1457995              0      1.1586693              0
            0.6      1.5815159              0      1.5737992              0      1.5892326              0
            0.8      2.0402553              0      2.0313444              0      2.0491662              0
              1       2.602957              0      2.5931408              0      2.6127732              0
            1.2      3.3568596              0      3.3463514              0      3.3673678              0
            1.4       4.420726              0      4.4089229              0      4.4325291              0
            1.6      6.0236531              0      6.0099794              0      6.0373268              0
            1.8       8.458455              0      8.4423833              0      8.4745267              0
              2      12.403007              0      12.383562              0      12.422452              0
            2.2      18.918473              0      18.894531              0      18.942415              0
            2.4      29.872147              0      29.842335              0      29.901959              0
            2.6      47.937814              0      47.900442              0      47.975186              0
            2.8      76.213476              0      76.166247              0      76.260705              0
              3      98.164182              0       98.10775              0      98.220614              0
            3.2      44.590075              0      44.545725              0      44.634425              0
            3.4      23.026318              0      22.990334              0      23.062302              0
            3.6      13.354781              0      13.323954              0      13.385608              0
            3.8      8.0902685              0      8.0627207              0      8.1178163              0
              4      5.1240418              0      5.0999827              0      5.1481009              0
            4.2      3.2197141              0      3.1981389              0      3.2412893              0
            4.4      2.0344245              0      2.0161606              0      2.0526884              0
            4.6      1.3270859              0      1.3085196              0      1.3456522              0
            4.8     0.80386224              0     0.78520492              0     0.82251956              0
              5     0.80386224              0     0.78520492              0     0.82251956              0
