# dphiHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      19.743062              0       19.70739              0      19.778734              0
            0.2      19.498607              0      19.465312              0      19.531902              0
            0.4      19.209804              0      19.178475              0      19.241133              0
            0.6      19.037898              0      19.008709              0      19.067087              0
            0.8         19.129              0      19.100639              0      19.157361              0
              1       19.54629              0      19.519291              0      19.573289              0
            1.2      20.282502              0      20.256086              0      20.308918              0
            1.4      21.394247              0      21.367284              0       21.42121              0
            1.6      22.997073              0      22.969584              0      23.024562              0
            1.8      25.148242              0      25.119576              0      25.176908              0
              2      28.001148              0      27.970923              0      28.031373              0
            2.2      31.629871              0      31.597122              0       31.66262              0
            2.4      35.905436              0      35.869496              0      35.941376              0
            2.6       40.72468              0      40.684268              0      40.765092              0
            2.8      44.251895              0      44.203779              0      44.300011              0
              3      30.312509              0      30.249194              0      30.375824              0
            3.2      30.312509              0      30.249194              0      30.375824              0
