#  detaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.35813301              0     0.35176835              0     0.36449767              0
           -3.8     0.50563991              0     0.49739933              0     0.51388049              0
           -3.6     0.69979807              0     0.69131886              0     0.70827728              0
           -3.4     0.93101124              0     0.92117528              0      0.9408472              0
           -3.2      1.3198328              0      1.3085268              0      1.3311388              0
             -3      1.7768763              0      1.7651217              0      1.7886309              0
           -2.8      2.3671311              0      2.3514146              0      2.3828476              0
           -2.6       3.166628              0       3.150936              0        3.18232              0
           -2.4      4.1632257              0      4.1486946              0      4.1777568              0
           -2.2      5.4174216              0      5.4014739              0      5.4333693              0
             -2      6.9764059              0      6.9589101              0      6.9939017              0
           -1.8      8.8939273              0      8.8744399              0      8.9134147              0
           -1.6      11.207712              0      11.186493              0      11.228931              0
           -1.4      13.823958              0      13.800903              0      13.847013              0
           -1.2       16.74451              0      16.719584              0      16.769436              0
             -1      20.045185              0      20.017621              0      20.072749              0
           -0.8      23.205096              0      23.175134              0      23.235058              0
           -0.6      26.160666              0      26.128456              0      26.192876              0
           -0.4      28.384097              0      28.350186              0      28.418008              0
           -0.2      29.668467              0      29.632158              0      29.704776              0
              0      29.742909              0      29.704779              0      29.781039              0
            0.2      28.488959              0       28.45425              0      28.523668              0
            0.4      26.199577              0      26.167086              0      26.232068              0
            0.6      23.338248              0      23.308181              0      23.368315              0
            0.8      20.162772              0      20.135577              0      20.189967              0
              1      16.962807              0      16.937155              0      16.988459              0
            1.2      14.033384              0      14.010206              0      14.056562              0
            1.4      11.356214              0      11.335559              0      11.376869              0
            1.6      9.1070473              0      9.0877293              0      9.1263653              0
            1.8      7.2607274              0      7.2426367              0      7.2788181              0
              2      5.6685843              0      5.6519569              0      5.6852117              0
            2.2      4.4145645              0      4.3986685              0      4.4304605              0
            2.4      3.3866272              0      3.3728943              0      3.4003601              0
            2.6      2.5602234              0       2.547149              0      2.5732978              0
            2.8      1.9692926              0      1.9563182              0       1.982267              0
              3      1.4547024              0       1.430223              0      1.4791818              0
            3.2      1.0995225              0      1.0874737              0      1.1115713              0
            3.4      0.7837061              0     0.74896975              0     0.81844245              0
            3.6      0.5967933              0     0.58492401              0     0.60866259              0
            3.8     0.45988112              0     0.45257808              0     0.46718416              0
              4     0.45988112              0     0.45257808              0     0.46718416              0
