#    dyHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.01261786              0    0.010472956              0    0.014762764              0
           -3.8    0.035935463              0    0.029933227              0    0.041937699              0
           -3.6    0.053836996              0    0.049340614              0    0.058333378              0
           -3.4     0.11397675              0     0.10530664              0     0.12264686              0
           -3.2     0.15794631              0      0.1500502              0     0.16584242              0
             -3     0.28232545              0     0.27491964              0     0.28973126              0
           -2.8     0.47666321              0     0.46532371              0     0.48800271              0
           -2.6     0.76924911              0     0.75843596              0     0.78006226              0
           -2.4      1.2594172              0       1.246821              0      1.2720134              0
           -2.2      1.9171464              0      1.9023237              0      1.9319691              0
             -2      3.0125023              0      2.9945554              0      3.0304492              0
           -1.8      4.6406981              0      4.6238988              0      4.6574974              0
           -1.6      6.9371701              0      6.9185399              0      6.9558003              0
           -1.4      10.150825              0      10.129717              0      10.171933              0
           -1.2      14.465385              0      14.441827              0      14.488943              0
             -1      19.993095              0      19.965777              0      20.020413              0
           -0.8      26.513781              0       26.48277              0      26.544792              0
           -0.6       33.31188              0      33.276776              0      33.346984              0
           -0.4      39.258029              0      39.219421              0      39.296637              0
           -0.2      42.944519              0      42.902635              0      42.986403              0
              0      43.126089              0       43.08203              0      43.170148              0
            0.2      39.641265              0      39.602013              0      39.680517              0
            0.4      33.790272              0      33.755049              0      33.825495              0
            0.6      27.033844              0      27.002667              0      27.065021              0
            0.8      20.527396              0      20.499947              0      20.554845              0
              1       14.94121              0      14.917341              0      14.965079              0
            1.2      10.516893              0      10.496339              0      10.537447              0
            1.4      7.2050193              0      7.1871463              0      7.2228923              0
            1.6      4.9010102              0      4.8841141              0      4.9179063              0
            1.8      3.2098348              0      3.1723389              0      3.2473307              0
              2      2.1068889              0      2.0932646              0      2.1205132              0
            2.2      1.3249438              0      1.2975395              0      1.3523481              0
            2.4     0.84607538              0     0.83557504              0     0.85657572              0
            2.6     0.54915799              0     0.53855513              0     0.55976085              0
            2.8     0.33936056              0     0.33061103              0     0.34811009              0
              3     0.17624882              0      0.1645948              0     0.18790284              0
            3.2     0.11651948              0     0.10925804              0     0.12378092              0
            3.4    0.068209384              0    0.062571724              0    0.073847044              0
            3.6    0.028940084              0    0.025886914              0    0.031993254              0
            3.8    0.017717905              0    0.014313834              0    0.021121976              0
              4    0.017717905              0    0.014313834              0    0.021121976              0
