#   R_yHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      3.9025424              0      3.8833346              0      3.9217502              0
            0.2      10.648591              0       10.62048              0      10.676702              0
            0.4      15.329972              0      15.299478              0      15.360466              0
            0.6      18.351826              0      18.319566              0      18.384086              0
            0.8       20.08631              0      20.056467              0      20.116153              0
              1      20.926116              0      20.897619              0      20.954613              0
            1.2      21.652283              0      21.624883              0      21.679683              0
            1.4      22.502919              0      22.475521              0      22.530317              0
            1.6      23.626686              0      23.599404              0      23.653968              0
            1.8       25.22219              0      25.194564              0      25.249816              0
              2      27.528942              0       27.50016              0      27.557724              0
            2.2      30.559641              0      30.529125              0      30.590157              0
            2.4      34.312449              0      34.279652              0      34.345246              0
            2.6      38.952141              0      38.916365              0      38.987917              0
            2.8       43.22238              0        43.1826              0       43.26216              0
              3      40.057584              0      40.014553              0      40.100615              0
            3.2      12.309234              0      12.277894              0      12.340574              0
            3.4       4.402345              0      4.3780341              0      4.4266559              0
            3.6      1.7972231              0      1.7549654              0      1.8394808              0
            3.8     0.78117057              0     0.75405056              0     0.80829058              0
              4     0.35966214              0      0.3462582              0     0.37306608              0
            4.2     0.16311384              0     0.15135251              0     0.17487517              0
            4.4    0.065241551              0    0.053516563              0    0.076966539              0
            4.6    0.028953829              0    0.023097146              0    0.034810512              0
            4.8    0.015701683              0    0.011929511              0    0.019473855              0
              5    0.015701683              0    0.011929511              0    0.019473855              0
