#      R_yttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.58709335              0     0.58227734              0     0.59190936              0
            0.2      1.2775007              0      1.2705362              0      1.2844652              0
            0.4      1.7527621              0      1.7443714              0      1.7611528              0
            0.6      2.1420452              0      2.1325779              0      2.1515125              0
            0.8      2.6026552              0      2.5924498              0      2.6128606              0
              1      3.1830706              0      3.1722036              0      3.1939376              0
            1.2      4.0318976              0      4.0201675              0      4.0436277              0
            1.4      5.2810692              0      5.2679441              0      5.2941943              0
            1.6      7.2120882              0      7.1970654              0       7.227111              0
            1.8      10.137419              0      10.119804              0      10.155034              0
              2      14.714491              0      14.693313              0      14.735669              0
            2.2       22.22418              0      22.198362              0      22.249998              0
            2.4      34.449448              0      34.417626              0       34.48127              0
            2.6      54.251987              0      54.212485              0      54.291489              0
            2.8      84.348271              0      84.298685              0      84.397857              0
              3      104.61146              0       104.5528              0      104.67012              0
            3.2      37.497762              0      37.453389              0      37.542135              0
            3.4      14.625352              0      14.589922              0      14.660782              0
            3.6      6.3824443              0      6.3526042              0      6.4122844              0
            3.8      2.9379574              0      2.9104934              0      2.9654214              0
              4      1.3532468              0       1.312081              0      1.3944126              0
            4.2     0.63837162              0     0.61568818              0     0.66105506              0
            4.4     0.33839591              0     0.31900718              0     0.35778464              0
            4.6     0.10009111              0    0.075253409              0     0.12492881              0
            4.8    0.069728066              0    0.058007273              0    0.081448859              0
              5    0.069728066              0    0.058007273              0    0.081448859              0
