# dphiHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      112.94666     0.18344611      105.32666     0.18204719        119.832     0.22129773
            0.2      111.87985     0.18198705      104.34398     0.17771745      118.54162     0.22632421
            0.4        111.274     0.22367667      103.99628      0.2452289      118.01576      0.3101248
            0.6      110.17437     0.19198242      103.03646     0.19506956      116.56814      0.2198721
            0.8      110.77296     0.18040388      103.69977     0.21242435      117.31509      0.2214895
              1      112.85315     0.18817207      105.71676     0.19646048      119.32012     0.22263718
            1.2      116.36249     0.19358282      109.11062     0.20478058       122.9906     0.23303307
            1.4      122.04263     0.21157806       114.3834     0.22518729      128.93485     0.27422318
            1.6      129.86333     0.21389739      121.96855     0.19778311      137.11426     0.26512019
            1.8      141.26546     0.21579254      132.80276     0.21033335      148.92276     0.25658708
              2      155.53206     0.23219081      146.53646     0.23349965      163.74555     0.28360847
            2.2      173.90367     0.24390289      164.17696     0.23261995      182.96926     0.31112121
            2.4      197.56009     0.26877259      186.90613     0.26960299       207.5844     0.33254324
            2.6      224.11928     0.33958419      212.26724     0.30109793      235.59329     0.46211526
            2.8      251.03117     0.29901256      238.07206     0.31214212      263.39455     0.37495678
              3      188.72246     0.28479614      179.08892     0.27845404      197.90575     0.37118174
            3.2      188.72246     0.28479614      179.08892     0.27845404      197.90575     0.37118174
