#   dyHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.14909976   0.0064926249     0.12750139   0.0053745378     0.17660225   0.0089708169
           -3.8     0.29989718   0.0088935783     0.25937634   0.0078552283     0.35114825    0.011240842
           -3.6     0.51044317    0.015788164     0.45357607     0.01782465     0.57452342    0.014961477
           -3.4     0.88610593    0.022660932     0.79216026    0.021951789     0.98954176     0.02413105
           -3.2      1.4532709    0.020684304      1.2873028     0.01939098      1.6455544    0.025209071
             -3      2.4573406    0.027215694      2.2003386    0.025836915      2.7529103     0.03237699
           -2.8       4.002091    0.039089784      3.6379285    0.043130027      4.4340976    0.042860747
           -2.6      6.0732788    0.042931338      5.5189687     0.03924567      6.6868482    0.052145093
           -2.4      9.4631658    0.057270182      8.6437332    0.076117119       10.30824    0.065267135
           -2.2      14.346347    0.066977231      13.199654    0.062911649      15.576186    0.080624717
             -2      21.302007    0.083923434      19.763511    0.082393745      22.874341     0.11235687
           -1.8      31.283609     0.10915157      29.248923      0.1201862      33.213388     0.12249816
           -1.6      44.731821     0.12567006      42.007162     0.13847785      47.296553     0.14403314
           -1.4      63.115724     0.14013343      59.317325     0.13655392      66.589941     0.17062403
           -1.2       87.05902     0.17371972      81.970716     0.18665798      91.581011     0.20432733
             -1      116.44426     0.21169421      109.90464     0.21107084      122.38296     0.27231397
           -0.8      150.29335      0.2516271      141.83889     0.23507782       157.8432      0.3339973
           -0.6      185.01532     0.25777585      174.71961     0.25912812      194.55994     0.33110702
           -0.4      214.60664     0.28625906      202.60629     0.27417954      225.84241     0.36965024
           -0.2      231.27522     0.28640916      218.18792      0.2656585      243.18866     0.36558417
              0      231.07138     0.26538059      217.97088      0.2660745      242.95935     0.32843171
            0.2      214.18002     0.28713054      202.10036     0.33298483      224.97939     0.36676951
            0.4      184.90469     0.25574783      174.41472     0.24562224      194.57125     0.32902718
            0.6      150.10593      0.2219149      141.65578     0.21446732      157.85818     0.29238515
            0.8      116.61726     0.23466826      110.02115     0.23649525      122.48477     0.32030355
              1      87.415373      0.2000751      82.313782     0.19540559      91.947027     0.23089627
            1.2      63.372559     0.15180019      59.547103      0.1393014      66.925339     0.17430993
            1.4      44.837665     0.12053821      41.912768     0.11665362      47.563092     0.14381389
            1.6       31.31406     0.10346442      29.232384     0.10428714      33.384733     0.12074956
            1.8       21.43295    0.083597517       19.85873    0.085680366      22.948957    0.099528888
              2      14.406198    0.069489559      13.309596    0.078037208       15.59803    0.081873978
            2.2      9.5594604    0.059755171      8.7585824    0.061195055      10.446156    0.066814601
            2.4      6.2144797     0.04594253      5.6394938    0.044593125      6.8656854    0.053007372
            2.6      3.9355904    0.039293804      3.5528138    0.038273206      4.3706746     0.04498064
            2.8      2.4599438    0.027831549      2.2044126    0.025933456      2.7469739      0.0341171
              3      1.4903836    0.021368103      1.3270816    0.019668575      1.6839173    0.026715533
            3.2     0.91207809    0.017843234     0.80618762    0.016887776      1.0408542    0.020476627
            3.4     0.52740702     0.01694273      0.4509228    0.018806823     0.58783374     0.01550879
            3.6     0.30661756   0.0090648229     0.26503614   0.0080034389     0.36022056    0.011274916
            3.8     0.15823618   0.0071197652     0.13673621   0.0065734695     0.18577526   0.0084592602
              4     0.15823618   0.0071197652     0.13673621   0.0065734695     0.18577526   0.0084592602
