#        etatop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      4.5294992    0.077166081      4.1531904     0.05713442      4.9817847     0.11526422
           -3.8      6.5312007    0.071926084      6.0328034     0.08665382      7.0249952    0.071231981
           -3.6      9.0803537    0.067037732       8.434282    0.078350495      9.8736912    0.072774405
           -3.4      12.861996    0.084520508      11.919902    0.096405403      13.950788     0.10616945
           -3.2      17.816423     0.10656966      16.531429    0.086406014      19.145234     0.10346465
             -3       23.67892    0.092600517       22.10075    0.094234096      25.504049     0.11308326
           -2.8      30.997429     0.10079867      28.886365      0.1007464      33.245597     0.12612972
           -2.6       39.91466     0.13198279      37.284459     0.12972501      42.613906     0.14725585
           -2.4      49.253645     0.13102877       46.14951     0.13082809      52.433083     0.15918067
           -2.2      59.208315     0.18848363      55.551862      0.1574745       62.81088     0.27400112
             -2      69.308094     0.16077302      65.067164     0.16222306       73.65591     0.20921011
           -1.8      78.368551     0.15665145      73.741842     0.15798893      82.756754     0.18903503
           -1.6      86.481982     0.16729011      81.471929     0.16392369      91.097034     0.20512456
           -1.4      92.695741     0.16747216      87.365519     0.16305146      97.508189     0.20676647
           -1.2      97.325986     0.18248659      91.952419     0.20609404      102.03297     0.22740259
             -1      99.504018     0.17255161      93.958997     0.17026731       104.1995     0.21026992
           -0.8      100.17486     0.17585099      94.688883      0.1752836      104.69676     0.21317031
           -0.6      100.30417     0.17178718      94.771096     0.16627333      104.81534     0.21155621
           -0.4      99.315498     0.17217742      93.892874     0.16477937      103.67714     0.21349127
           -0.2      98.874014     0.17603164      93.493446     0.17519258      103.20508     0.21166042
              0      99.022929      0.1768713      93.645503     0.17105323      103.41207      0.2207634
            0.2      99.684359      0.1755555      94.238189     0.17482053      104.16302       0.217414
            0.4       99.67731      0.1740137      94.214127     0.17231946      104.09558     0.21060928
            0.6      100.17502     0.19299591      94.441455     0.16387878       105.0732     0.25627826
            0.8      99.405208     0.22617841      93.853895     0.20388387      104.20553     0.31177157
              1      97.027308     0.17473034      91.615162        0.17572      101.63131     0.21362463
            1.2      92.703712      0.1671153       87.33457     0.15968841      97.534984     0.20607268
            1.4      86.389338     0.16584666       81.30572     0.15912284       91.16173     0.20738838
            1.6       78.40041     0.16961518      73.743104     0.16502022      82.715911     0.20291876
            1.8      69.452007     0.18975846      65.142668      0.1771057      73.818086      0.2591812
              2      59.337151      0.1862446      55.608016     0.16618345      63.092394      0.2481035
            2.2      49.323394     0.13854876      46.185894     0.13661322      52.539128     0.16979788
            2.4       39.63377     0.12175954      37.308325     0.19842337      42.355442     0.14018532
            2.6      31.157034     0.11542429      28.976483     0.17402038      33.440432     0.15470106
            2.8      23.480066    0.097576567      21.860155     0.10251133       25.19412     0.11567181
              3      17.513259    0.099699974      16.294754    0.083291492      18.827152      0.1181376
            3.2      12.786093    0.093012702      11.937598    0.080309149      13.789611     0.13247498
            3.4      9.2076531    0.067761759      8.6408021    0.078695057      9.9806291    0.076993468
            3.6      6.4038019    0.063159619      5.9370286     0.09152896      6.9220108    0.075840498
            3.8      4.4143151    0.065167093      4.1585592      0.0822824      4.7866254    0.066712243
              4      4.4143151    0.065167093      4.1585592      0.0822824      4.7866254    0.066712243
