#  dphiHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      112.60989     0.18040386      104.97087     0.18125418       119.5364      0.2280592
            0.2      111.47483     0.18638204      104.12141     0.18603313      118.07653      0.2232139
            0.4      110.79449     0.22108759      103.42185     0.19363576      117.52835     0.31186094
            0.6      110.03687     0.18147937      102.83543     0.18035567      116.55205     0.22118027
            0.8      110.72415     0.18693977       103.5507       0.202151      117.22298      0.2203196
              1      112.15245     0.18298053      104.98567     0.17555034      118.75746     0.22684934
            1.2      115.89631     0.18598816      108.55452     0.18428361      122.75434     0.23018241
            1.4      121.80757     0.21424792      114.36047     0.20495834      128.54688     0.27498755
            1.6      129.99702     0.20278282      122.05936     0.19373136      137.47683     0.26012687
            1.8      140.79336     0.21204402      132.51671      0.2063708      148.56966      0.2646708
              2       155.8559     0.22984884      146.82054     0.23007138      164.03918     0.27969732
            2.2      174.30051     0.24164436      164.57541     0.23713076      183.28677     0.28740374
            2.4      197.75844     0.28296665      187.18815     0.33327608      207.54988       0.347549
            2.6      224.77388     0.34121409      212.87491     0.30544009      235.95561     0.46684235
            2.8      251.59818     0.30789335       238.6507     0.34158689      263.80427     0.38363245
              3      189.72979     0.28458627       179.9463      0.2721822      199.09082     0.35721876
            3.2      189.72979     0.28458627       179.9463      0.2721822      199.09082     0.35721876
