#  R_yHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      20.472418    0.076402841      19.090624    0.074318357      21.684294    0.094640513
            0.2      57.034025     0.12700369      53.240634     0.12266437      60.444232     0.15760891
            0.4      84.659716      0.1609324      79.241901     0.21242181      89.510851     0.19848855
            0.6       102.6539     0.17680114       96.02632     0.18011796      108.59085     0.21281866
            0.8      113.36855     0.18255575      106.22378     0.19202797       119.7484      0.2239758
              1      119.89333     0.22914315      112.29568     0.21777352      126.74062     0.31618745
            1.2      124.30369     0.19453828      116.73694     0.21993748      131.07226     0.23637948
            1.4       129.4956     0.22632135      121.23537     0.23050399      136.85337     0.28036443
            1.6      134.61077     0.21171961       126.5285     0.21850753      142.06402     0.26392216
            1.8       143.0361     0.21411174      134.47953     0.21073018      150.75177     0.26422116
              2      154.25767     0.23413933      145.17947     0.22460738       162.2708     0.26907667
            2.2      169.51065     0.23402506      159.80989     0.22783778      178.40912     0.28980728
            2.4      189.59795     0.26313021      179.12005     0.25506601      199.45136     0.33644118
            2.6      213.85188     0.31312647      202.53004     0.29091265      224.63802     0.40814305
            2.8      240.76073     0.31170846      228.22334     0.30148976      252.64474      0.4101139
              3      236.03266     0.31294043      223.90688     0.30452928      247.79693     0.41551931
            3.2      79.761979     0.17740896      75.091107      0.1912473      84.182193     0.20458084
            3.4      31.020022     0.10077474      28.870666    0.098286288      33.263956     0.12167005
            3.6      13.869842    0.070122338      12.696878    0.084143935      15.144052    0.081816872
            3.8      6.4023804    0.050690205      5.8155135    0.049872578      7.0736697    0.056985996
              4      3.0905085    0.036976012      2.7951228    0.039474334      3.4247261    0.039728002
            4.2      1.4098632    0.021171907      1.2539074    0.019563261      1.5918429    0.025553124
            4.4     0.67900274    0.015779489     0.58164687     0.01657496     0.76902389    0.017337271
            4.6     0.29478001    0.014704325     0.25807816    0.012122587     0.34275477    0.020239762
            4.8     0.13048639   0.0065422438     0.11163354    0.005730238     0.15625377   0.0089435917
              5     0.13048639   0.0065422438     0.11163354    0.005730238     0.15625377   0.0089435917
