#    dyHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.14593769   0.0069835033     0.12437138   0.0064573626     0.17547636   0.0082906124
           -3.8     0.28685376   0.0095746564     0.25064756   0.0093440006     0.32929372    0.010913764
           -3.6     0.51361873    0.012936492     0.45192096    0.011861581     0.58811235    0.015142466
           -3.4     0.87672762    0.017801422     0.77495967    0.016225782     0.99976884    0.021878525
           -3.2      1.4985881    0.022711739      1.3329991    0.021036138      1.6955629    0.026539279
             -3      2.4230858    0.030363339      2.1683213    0.029605689      2.7074592    0.034333097
           -2.8      3.9229077    0.039773945      3.5469497    0.038588579      4.3637354    0.045649649
           -2.6      6.2241301    0.046677199      5.6818373    0.047920191      6.8584245    0.070317522
           -2.4      9.5892397    0.055311963      8.7769548    0.051997506      10.450958    0.065914475
           -2.2      14.377415    0.072084193      13.285916    0.086348332      15.531155    0.087011267
             -2      21.438828    0.089417401      19.917514    0.091831099      22.955422     0.09924314
           -1.8      31.347052     0.10025659       29.24275    0.096232733      33.408961     0.12058564
           -1.6      44.831247     0.12077041      41.931158     0.12567703      47.584917     0.14440917
           -1.4      63.475665     0.15281844        59.6082     0.14889637      67.021901     0.17145843
           -1.2      87.026082     0.16506412      82.021008         0.1656      91.620429      0.2002507
             -1       116.6038     0.20265585      110.03843     0.19958641      122.64646     0.25697241
           -0.8      150.15114     0.25647482      141.52119     0.26375925      157.95007     0.34824103
           -0.6      185.02623     0.25501193      174.70768     0.24559574      194.60713     0.33334482
           -0.4      214.07379     0.30345844      201.92957      0.2841803      224.98259     0.39328294
           -0.2      231.55451      0.2728129       218.4975      0.2815706       243.2594     0.33576172
              0      230.97737     0.26633265      218.18535     0.30146942      242.71194     0.32800113
            0.2      214.21531     0.28070951      201.91333     0.25914744      225.41454     0.36820119
            0.4      184.57668     0.26690285      174.34291     0.26023142      193.59351     0.33755354
            0.6      150.42471     0.22973229      142.14079     0.25723132      157.87921     0.27422961
            0.8      116.98643     0.23138338      110.28191      0.2104431      123.23255     0.32106489
              1       87.22537      0.1858971      82.103375     0.17767192      91.888684     0.22659722
            1.2       63.14289     0.15156371      59.288489     0.13984199      66.686487     0.18545008
            1.4      44.603343     0.11811028      41.759965     0.11557886      47.262658     0.14312212
            1.6      31.183869     0.10204666      29.129358     0.10259705       33.36245     0.13034777
            1.8      21.476794    0.092531389      19.878827    0.081951103      23.011065    0.099639969
              2      14.521202    0.077974628      13.346062    0.066169999      15.672548    0.081090352
            2.2       9.558402    0.057276713      8.7656104    0.058370331      10.430594    0.068255072
            2.4      6.1004916    0.046999614      5.6660745     0.11058203       6.680762    0.053656851
            2.6      3.9140598    0.036016204      3.4985914    0.042786654      4.3518676     0.04250193
            2.8      2.3779238    0.028238962        2.12461    0.025144537      2.6612075    0.034420007
              3      1.4742445    0.025423451      1.3074316    0.024543619      1.6686833    0.027688569
            3.2     0.86480903    0.016303906     0.77166264    0.016084594      0.9901269    0.019684714
            3.4     0.50199946    0.012170443     0.43964673    0.011024092     0.57410817    0.014959263
            3.6     0.28671178   0.0090273401     0.24683846   0.0080865158     0.33755904    0.011099647
            3.8     0.15649115   0.0073212464     0.13799445   0.0066777595     0.18180574   0.0085082832
              4     0.15649115   0.0073212464     0.13799445   0.0066777595     0.18180574   0.0085082832
