# detaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      3.6938631    0.034565475      3.4002411    0.033794656      4.0144835    0.040870907
           -3.8      4.9421312     0.04149945       4.543926     0.03965394      5.3828449     0.04916962
           -3.6      6.5623324    0.099708601      6.0032773    0.050749103      7.0872053     0.15113413
           -3.4      8.3867799    0.053490113       7.770632    0.053659613      9.0568183    0.062644193
           -3.2      10.782058    0.059895901      9.9794827    0.058194891      11.568363    0.070168478
             -3      13.870846    0.068268323      12.879438    0.067157059       14.86311     0.08149399
           -2.8      17.871528    0.080464974      16.644051    0.084974004      19.087463    0.091123396
           -2.6      22.489444    0.083665087      20.927103     0.07960971      24.060534      0.1018659
           -2.4      28.463811    0.094633606      26.515881     0.10469185      30.356615     0.11424528
           -2.2      35.651805     0.10957664      33.339869     0.10720244      37.865965     0.13008731
             -2      44.147087     0.12216482      41.435204     0.11721582        46.7705     0.14977189
           -1.8      54.394747      0.1440354      51.132824     0.13759844      57.558352      0.1934241
           -1.6      66.516475     0.15231762      62.599582     0.15369994      70.246792     0.18724898
           -1.4      79.843649     0.16747203      75.190239     0.17707763       83.99023     0.19748996
           -1.2      94.586959     0.19023923      89.121857     0.18898377      99.556031     0.24719309
             -1      110.15184     0.19312723      104.11026     0.20251611      115.61619     0.22891201
           -0.8      125.75355     0.23923057      118.72303     0.22227617      132.15133     0.32718562
           -0.6      139.42985      0.2204268      131.74078     0.21463844      146.27591     0.26991793
           -0.4      150.16289     0.22074212      142.05512     0.23161579      157.51401     0.26917534
           -0.2      155.91455     0.22548064      147.25707     0.21712836      163.63025     0.28387621
              0      156.31832     0.22328039      147.71456     0.26621824      164.06782     0.27226935
            0.2      150.14782     0.22411496       141.9407     0.21904372      157.38558     0.28122863
            0.4      139.43346     0.21398478      131.96917      0.2391813      146.08561     0.26224373
            0.6       125.7112     0.20109345      118.52388     0.22881052      132.03599     0.24423368
            0.8      110.30841     0.21370262      103.90807     0.19791068      116.16064     0.29415621
              1      94.435097     0.20920947      88.944312     0.18769663      99.388765      0.2763749
            1.2      80.355699     0.21508368        75.5875     0.18610794       84.39613     0.25684458
            1.4      66.019848      0.1425635      62.176543     0.16984343      69.681563     0.17876644
            1.6      54.729787     0.14207678      51.520143     0.14140962      57.820094     0.17217336
            1.8      44.364096      0.1754929      41.550356     0.14131751      47.111334     0.26086011
              2      35.763247     0.11398238       33.45312     0.11571566      38.025832     0.13912106
            2.2      28.403247    0.096036647      26.539704    0.099290934      30.191789     0.11616677
            2.4      22.537251    0.083592624      20.999624    0.079813897      24.051679     0.10282395
            2.6      17.850478    0.083115863      16.582462    0.087936838      19.188574     0.10173768
            2.8      13.993324    0.067985655      12.967701    0.065059036      15.091141    0.081404522
              3      10.925587    0.065822055       10.10507    0.066392106       11.81062    0.075352208
            3.2       8.386962    0.050883191      7.7429484    0.050292994       9.073599    0.061436324
            3.4      6.5165947    0.045318827      5.9984913    0.042678714      7.0798016     0.05467629
            3.6      4.9038544    0.039089007      4.4968471    0.036761408      5.3498276    0.047685411
            3.8       3.778219    0.034246129      3.4427931    0.032679852       4.125474    0.041699857
              4       3.778219    0.034246129      3.4427931    0.032679852       4.125474    0.041699857
