#   R_yHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      20.207351    0.075934053      18.869719    0.071914316      21.410753    0.094155456
            0.2      56.797239      0.1286744      53.008137     0.12005137       60.18565     0.15971215
            0.4      84.251978     0.15955099      78.742007     0.16053152      89.123953     0.19569193
            0.6      102.20963     0.17663003      95.584676     0.18207992      108.07633     0.21415623
            0.8      113.30774     0.18456526      106.03273     0.19493227       119.7636     0.22446791
              1      119.68574     0.22899869      112.15559     0.20541661      126.48555     0.32040301
            1.2      123.85778     0.19421002       116.1653     0.19412563      130.94709     0.23569545
            1.4       128.6159     0.21598915      120.65786     0.19726008      135.82637     0.27909597
            1.6      134.56769     0.20623616      126.35738     0.19882811      142.23842     0.26717486
            1.8      142.90352     0.21308951      134.48431     0.20934096      150.68161     0.26199457
              2      154.32863     0.22201197       145.2134     0.21571017      162.58927     0.27158288
            2.2      169.55232     0.23214465       160.0494     0.23997562      178.38703     0.29017907
            2.4      190.02936     0.26378721      179.59498     0.29138149       199.5691      0.3295068
            2.6      214.89114     0.32957057      203.33278     0.30229627      225.46592     0.42276032
            2.8      241.49661     0.31299962      229.07659     0.34827893       253.1665     0.39826514
              3      236.64447     0.30981687      224.27721     0.29366083      248.45236     0.40739872
            3.2      79.913808     0.17575765      75.229157     0.18363163      84.451062     0.21024651
            3.4      31.071583     0.11566641      28.986804     0.14462754      33.293748      0.1235229
            3.6      13.983477    0.080468059      12.835085    0.070693883      15.197438    0.094392124
            3.8      6.3578921     0.04665285      5.7792229    0.043037136      7.0423486    0.054954326
              4      3.0269549     0.03476578      2.7074487    0.033527198      3.4060085     0.04175223
            4.2      1.4138127    0.021118516      1.2578733    0.020646879       1.602426    0.025674146
            4.4     0.64048414    0.013302796     0.55877814    0.011553001     0.74474911    0.017040157
            4.6       0.297274    0.009973099     0.26152396   0.0092343634     0.34215103    0.011632077
            4.8     0.14454906   0.0094893938     0.12442471   0.0096767418     0.17103341   0.0095094904
              5     0.14454906   0.0094893938     0.12442471   0.0096767418     0.17103341   0.0095094904
