# R_yttbarHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      6.9122384      0.0392356      5.9553513    0.034811002      7.8479552    0.046683846
            0.2      19.956675     0.11035513       17.16051    0.061007508      22.642509     0.16163246
            0.4      30.239525    0.083446415      26.159976    0.074834987      34.223985    0.097663064
            0.6        37.9588    0.096215447      32.927137    0.092859077      42.864486     0.10908954
            0.8      43.021428     0.10088288      37.416051     0.09003172       48.52709     0.11929496
              1      46.968897     0.16565537      40.997181     0.12230571      52.834489     0.25096678
            1.2      50.513498     0.10920067      44.351068    0.098500888      56.484753     0.12883182
            1.4       55.16846     0.12197929      48.760746     0.11915974      61.307119     0.13820864
            1.6      61.847528     0.13463821      55.107571     0.12256487      68.127313     0.16924429
            1.8      71.629248     0.13946302      64.403102     0.12864583      78.131642     0.16353902
              2      87.605733     0.15624587      79.715728     0.14874784      94.389439     0.18501172
            2.2      113.04342     0.17637566      104.01128     0.16906492      120.21718     0.20534247
            2.4      155.22478     0.22679824      144.69317     0.21452994      162.88159      0.2629493
            2.6      232.92652     0.30907147      219.73901     0.28446913      241.84866     0.37221713
            2.8      400.69601     0.37217331      382.97995     0.38982611      411.92741     0.44328569
              3      736.69387     0.52014076      714.73603     0.55173304      765.14243     0.67882786
            3.2      173.67078     0.27173811      167.87093     0.26966073      182.75754     0.33471582
            3.4      34.993377     0.11586205      33.678434     0.15722034      37.112059     0.14526562
            3.6      8.3725235    0.064296989       8.054287    0.094616747      8.8818661    0.072827817
            3.8      2.0940963    0.027397492      1.9880948    0.026132102      2.2313901    0.034834407
              4     0.56663382    0.018258852     0.53943064    0.024080649     0.60680841    0.018952429
            4.2     0.14736619    0.010640935       0.138424    0.011457523     0.15404305     0.01002692
            4.4    0.042716584   0.0064876524    0.040051954   0.0079443352    0.046941319   0.0055385977
            4.6   0.0069897243   0.0018338912   0.0062646895   0.0024406366   0.0074545793    0.002080405
            4.8   0.0015414664  0.00082526171  0.00090726678   0.0013421424   0.0016898321  0.00067364412
              5   0.0015414664  0.00082526171  0.00090726678   0.0013421424   0.0016898321  0.00067364412
