#R_etaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      13.358105    0.069106788      12.461137    0.075428853      14.119753    0.076308022
            0.2       38.29459     0.10634726      35.705464    0.099704475      40.520849     0.12940485
            0.4      58.688186     0.13293343      54.841928     0.19419113      62.086337     0.16604666
            0.6      75.192981     0.15178347      70.373517     0.15805463      79.486185      0.1830741
            0.8      88.028611     0.15810509      82.446329     0.17057115      93.029704     0.19588231
              1      98.229063     0.17272762      91.937497      0.1732951      103.82008     0.20857612
            1.2      107.29797     0.18111604      100.67492     0.19315847      113.12315     0.22069343
            1.4      116.33845      0.1977447      109.13526     0.19261943      122.76125     0.22995329
            1.6      125.74463     0.20317759      118.20059     0.25533196      132.55586     0.25244539
            1.8      136.19843     0.23969577      128.11171     0.21618467      143.55333     0.33246004
              2      149.08674     0.22771161      140.40497     0.22035702      156.66241     0.26119301
            2.2      165.78604     0.23609658      156.40049     0.22908254      174.13084     0.28858644
            2.4      185.72742     0.26027289      175.55832      0.2540093      195.03831     0.33002462
            2.6      210.47416     0.26834207      199.34191     0.26512059      220.93056     0.33108303
            2.8      238.89974     0.34483735      226.47445     0.31506111      250.56964     0.46835664
              3       242.0578     0.29304978      229.63637     0.29803428      253.76216     0.36940879
            3.2      119.52475     0.22963659       112.7014      0.2237125      126.22169     0.30227621
            3.4      68.416394     0.17304899       64.14351     0.17156746       72.68775     0.21728034
            3.6      42.871681     0.12173078       39.88704     0.12572751      45.886953     0.14834622
            3.8      28.356354     0.12988045      26.227624    0.092119518      30.560686     0.18230534
              4      19.217906    0.080687171      17.782644    0.079959967       20.77048    0.096014044
            4.2      13.102999    0.067126839      12.074026    0.066834951      14.239291    0.078863461
            4.4      8.9386869    0.056258891      8.2220723    0.054486034      9.7556218    0.068388733
            4.6      6.2298326    0.044815963      5.7135475    0.042544577      6.8028121    0.053718746
            4.8      4.2736907    0.037226388      3.8907822    0.035821093      4.6827006    0.044568228
              5      4.2736907    0.037226388      3.8907822    0.035821093      4.6827006    0.044568228
