#        yHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4   0.0035362237   0.0013625921  0.00058123122   0.0027253982    0.054634231    0.051281222
           -3.8    0.032720971   0.0087774331    0.028850453    0.016900744    0.034370408   0.0052420792
           -3.6     0.11602978    0.017760704     0.10290277    0.021747282      0.2136124       0.102093
           -3.4     0.55250392    0.073718615     0.41379815    0.031006831      0.5651836     0.10034866
           -3.2      1.2859157    0.032460354      1.1970755    0.046789059      1.3243971    0.029671267
             -3      3.0033664    0.057660821      2.7761555    0.043777844      3.1156725    0.054542506
           -2.8      6.1198089    0.090738655      5.8427565    0.088342964      6.4995682     0.12304587
           -2.6      11.045139    0.064998087      10.437182     0.09472928       11.62613    0.076545307
           -2.4      18.266278    0.080472374      17.349294      0.1059804      19.269014     0.10518274
           -2.2       28.12962     0.10582849      26.618784     0.12163858      29.580458     0.11819137
             -2      40.630933     0.17864807       38.31101      0.1445706      42.938803     0.25792234
           -1.8      55.124537     0.14355595      52.013493     0.14154775      58.124737      0.1836989
           -1.6      71.926593     0.15450637      67.943274     0.15788812      75.634985     0.18419195
           -1.4      89.398779     0.16667872      84.137106     0.15750039      94.297771     0.21223123
           -1.2      108.32219     0.18569644      102.06693     0.18128301      114.04333     0.22996747
             -1      125.53052     0.20278018      118.05577     0.19389667      132.40769     0.25215895
           -0.8      141.29679     0.20599344      132.83273     0.19867404      149.09528     0.25447212
           -0.6      153.93705     0.21959804      144.75249      0.2164355      162.20147     0.26605872
           -0.4      162.83329     0.22378027      152.94294      0.2136066       171.7794     0.27193466
           -0.2      167.74555     0.22662817      157.69889     0.22084308      176.74018     0.27848525
              0      167.88524     0.23585735      157.83841     0.23472053      177.07486     0.30574142
            0.2      162.92326      0.2345728       153.1823     0.22770065      171.65736     0.29228806
            0.4      154.26623     0.24902821      144.94792     0.22581648      162.88361     0.32585084
            0.6      141.15562     0.22427044      132.74737     0.21338724       148.8541     0.28448751
            0.8      125.52773     0.25051091      118.16176     0.22792716      132.22329     0.33117179
              1      107.64598     0.18544074      101.41993     0.18577659      113.26717     0.22691593
            1.2      89.942068     0.21503191      84.660886     0.18709532      94.996609     0.30378901
            1.4      71.912659     0.15484122      67.852224     0.15600694      75.639091     0.19887365
            1.6      55.155653     0.15042726      52.035106     0.14736934      58.113146      0.1667668
            1.8      40.497548     0.12114373      38.249905     0.13039042      42.655162     0.14392804
              2      28.110224     0.11058552      26.584447     0.11761341      29.681621     0.15020708
            2.2      18.239921    0.086862474      17.422089    0.087898648      19.334729     0.11520941
            2.4       10.91495    0.069717041      10.415242     0.11144739      11.434912    0.077060027
            2.6      5.9843503    0.058671422      5.6549291    0.069312798      6.4962021    0.084639716
            2.8      3.0164719    0.050864838       2.775204     0.13982045      3.1573954    0.051082213
              3       1.201969    0.041696222      1.1281936    0.055057508      1.3164239    0.029879326
            3.2     0.45487238    0.021549493     0.43322044    0.026566442     0.49256736    0.019836656
            3.4     0.11395434    0.023129515    0.045415435    0.082750573      0.1174485    0.013007858
            3.6    0.028395591   0.0036247804    0.026607397   0.0033187385    0.038876093    0.011584351
            3.8    0.025561718    0.023438556    0.007653213   0.0062492999    0.065048407    0.056397998
              4    0.025561718    0.023438556    0.007653213   0.0062492999    0.065048407    0.056397998
