# ptHiggs+top+t        central        num_err    min (scale)        num_err    max (scale)        num_err
# bar
              0      4.7501585   0.0068639756      4.6871985   0.0069030629      5.2469506   0.0096478042
             10      5.7136384   0.0069523206      5.6050743   0.0070938632      5.8443818   0.0092513835
             20      4.9885591   0.0062768918       4.850431   0.0066784382      5.0670889    0.007102562
             30      4.2152678   0.0054349944      4.0672481   0.0053671799      4.2884668   0.0062272242
             40      3.5406492   0.0051950343      3.3921212   0.0051661677      3.6162461    0.005982383
             50      2.9873521   0.0050689367       2.843179    0.004604253      3.0691813   0.0061340163
             60      2.5350567   0.0040543671      2.4025644   0.0043263213      2.6126816   0.0044368779
             70      2.1757947   0.0038016412      2.0507673   0.0037812172      2.2522664    0.004135833
             80      1.8605598   0.0038740978      1.7447197   0.0035557241      1.9365612   0.0045689403
             90      1.6076556   0.0029838059      1.5016507   0.0030223766      1.6811114   0.0031745663
            100      1.4008233   0.0029029042      1.3011415   0.0029039803      1.4735795   0.0033574716
            110      1.2190159   0.0043117689      1.1233741   0.0032443842      1.2930679   0.0065039346
            120       1.062498   0.0024126034     0.97368727   0.0023722218      1.1320922   0.0026806454
            130     0.93229287   0.0021961031     0.84781069   0.0021194102      1.0027635   0.0024029167
            140       0.811735   0.0020026106     0.73041086   0.0019419389     0.88319746     0.00221205
            150     0.71677435   0.0018492795     0.64055644   0.0017306727     0.78716627   0.0020681584
            160     0.63391248   0.0017265898     0.56133793   0.0015767476     0.70364657   0.0019440111
            170     0.56357067    0.001626337     0.49556622   0.0015228173     0.62944819   0.0018389118
            180     0.49715375   0.0014903819     0.43334042   0.0013333614      0.5615526   0.0018321726
            190     0.44488578    0.001454073     0.38580829   0.0013771214     0.50420999   0.0016163967
            200     0.40081131   0.0013572313     0.34498045   0.0012188234     0.45822924   0.0015492288
            210     0.35830796   0.0012547483     0.30713874   0.0011259428     0.41098906   0.0014515306
            220     0.32444741   0.0011827205     0.27646201   0.0010448893     0.37421025   0.0013826892
            230      0.2941826   0.0011368204     0.24988266   0.0010069331     0.34056306      0.0013254
            240     0.26539115   0.0010539475     0.22437101  0.00090862939     0.30839064   0.0012468197
            250     0.24283114   0.0010418418     0.20410837  0.00096990502     0.28355216   0.0012016502
            260     0.22038808  0.00095802701       0.185005  0.00083250703     0.25769253   0.0011384708
            270     0.20090908  0.00093183233     0.16832772  0.00079112775     0.23524197   0.0011493412
