# R_etaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      13.174479    0.061283289      12.293456     0.05734775      13.964314     0.07604247
            0.2       38.01761     0.10520903      35.475262    0.098281632       40.19683     0.12894408
            0.4      58.418654     0.12954516        54.4727     0.13503953       61.81095     0.16263645
            0.6       74.85725     0.15566603      69.994096      0.1627068      79.079236     0.18467961
            0.8      87.707981     0.16125264      82.037065     0.16410242      92.793516     0.19603852
              1       98.14243     0.17518401      91.911568     0.16335923      103.82743     0.21320492
            1.2      107.21296      0.1782037       100.3837     0.17675935       113.2404     0.22129071
            1.4      115.87763     0.18697794      108.86601     0.20014535      122.11428     0.22764293
            1.6      125.20256     0.19968122      117.67373     0.19851207      132.08908     0.25739453
            1.8      136.36749     0.23931361      128.31486     0.21674071      143.82615     0.33218374
              2      149.11061     0.21742538      140.51519     0.22514501      157.03702     0.26357491
            2.2      165.53319     0.23188391      156.25825     0.23175986      173.84105     0.28407162
            2.4      186.01282     0.25948184      175.68196     0.27980393      195.28319     0.32934105
            2.6      211.55706     0.30910427      200.43222     0.28494093      221.60443     0.37839636
            2.8       239.1971     0.32362852      226.97853     0.35468788      250.53584      0.4205312
              3      242.85677     0.29844941      230.34572      0.2909571      254.53388      0.3796651
            3.2      119.79801     0.23102335      112.82182     0.22728708       126.5291     0.29512171
            3.4      68.367019     0.16658806      64.008733     0.15493796      72.810624     0.19803143
            3.6      43.060767     0.12835165      40.117283     0.11528912       46.04987      0.1540477
            3.8      28.272574    0.096472209      26.348821     0.13656914      30.389676     0.11546232
              4      19.279951     0.12098555        17.7754    0.084624413      20.830357     0.17035387
            4.2      12.985758    0.067034846      11.924347    0.071068204      14.141971    0.078873594
            4.4      8.8420748    0.054918121      8.1314171     0.05135542      9.6333702    0.067465818
            4.6      6.1706891    0.044635397      5.6489708    0.041464106      6.7573707    0.054581409
            4.8      4.3516264      0.0369521      3.9890459    0.034873485      4.7697047    0.044873348
              5      4.3516264      0.0369521      3.9890459    0.034873485      4.7697047    0.044873348
