#    R_etattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      5.6640391     0.28938825      4.5014256     0.18943824      7.4416234     0.46555541
            0.2      10.590079     0.15393676      9.2130359     0.11006311       12.37482     0.22798063
            0.4      16.106005    0.088132862      14.334351    0.073667985      17.990054    0.099757994
            0.6      22.041585    0.088187286      19.761439     0.08038971      24.459864     0.10420919
            0.8      28.131126    0.089506039      25.403918    0.084999597      31.038037     0.11470041
              1      35.018547     0.11494328      31.713598     0.10460486      38.294555     0.12255517
            1.2      42.761349      0.1172864      38.946038     0.12459666       46.67608     0.13590403
            1.4      52.534663     0.13389183      48.259921     0.15615295      56.924367     0.15013631
            1.6      64.948028     0.14311086      59.769872     0.13649932      70.151252     0.17194245
            1.8      81.425768     0.15456625      75.431772     0.16042458      87.239391     0.18582473
              2      104.91563     0.18122898       97.76575     0.18564943      111.88973     0.21276118
            2.2        138.599     0.20912636      129.89893      0.1981408      146.52129     0.24926923
            2.4      186.63275     0.24090425      176.11308     0.27382636      195.79605     0.28690342
            2.6      254.92707     0.28375206      242.86526     0.29768407      264.72019      0.3402572
            2.8      342.89267     0.32896708       328.7459     0.37016181      353.84996     0.39592647
              3      393.66384     0.35262609      378.06331     0.35130108       405.1387     0.44959948
            3.2      204.64635     0.25439035      194.68961     0.28149107      213.17811     0.32977922
            3.4      121.24417     0.20317062       113.9883     0.20241823      127.80278     0.23989422
            3.6      78.952851     0.15667721      73.643089     0.15704944      84.267967     0.19443352
            3.8      53.352793     0.12830787      49.398087     0.12462402      57.512835     0.16723997
              4      36.915014     0.10802916      33.963112     0.10360239      40.137205     0.12983812
            4.2      26.113271    0.093103893      23.866961    0.093073054      28.574917     0.10865556
            4.4      18.677404    0.081687236      16.962412    0.078708354      20.604378    0.094171586
            4.6      13.466115    0.067869089      12.130079    0.063635205       15.02218    0.080016716
            4.8      9.8181331    0.054990825      8.7971894    0.050840123      11.044441    0.066434588
              5      9.8181331    0.054990825      8.7971894    0.050840123      11.044441    0.066434588
