#      etaHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      4.1372816     0.13402916      3.8373469     0.08856449      4.4285471     0.22214267
           -3.8      5.8598324     0.07948907      5.4515987     0.04383796      6.1155868    0.058781604
           -3.6      8.4162666    0.062752914      7.9498626    0.072324911      8.8843173    0.074743511
           -3.4      11.700741    0.065104304       10.96692    0.083933843      12.377978    0.078948602
           -3.2      16.466207     0.10423231      15.560332    0.096766256      17.442432     0.14405173
             -3      22.146868     0.09438949      20.976688     0.10718564      23.236196     0.10571301
           -2.8       29.13531    0.099162045      27.647158     0.10193859      30.603075     0.12128867
           -2.6      37.509738     0.11746815      35.510898     0.12423283      39.493546     0.14820113
           -2.4      46.935446      0.1314298      44.336861     0.14091056      49.378426     0.15397119
           -2.2      57.311724     0.15737568      54.070178     0.14318818      60.338835     0.19434557
             -2      67.152831     0.14822459      63.347435     0.15150887      70.698774     0.18296735
           -1.8      77.061168     0.15546456      72.595122     0.14843345      81.323654     0.19314898
           -1.6       85.41068     0.16536219      80.519657     0.16740437      89.833262     0.20011253
           -1.4      92.969082     0.17105661      87.459334     0.16582783      98.067415     0.21193073
           -1.2      98.269262     0.17308823      92.469037     0.16481317      103.52773     0.21362161
             -1      101.88086     0.17784536      95.752143     0.17795774      107.42238       0.213761
           -0.8      103.58762     0.18014123      97.269851     0.17764388      109.34259     0.21743177
           -0.6      103.41679     0.17652407      97.071609     0.17018156      109.12497     0.21537941
           -0.4      103.65523     0.18300501      97.305245     0.17161164      109.22169     0.22223579
           -0.2      103.63394     0.17862742      97.251505     0.17588318      109.35684     0.21718665
              0      103.68999     0.18255129      97.286695     0.17699474        109.664     0.25099259
            0.2      103.83784     0.20083798       97.62634     0.20633282      109.27864     0.23908662
            0.4      103.94124     0.17979756       97.57953     0.17250221      109.64088     0.22297497
            0.6      103.23583     0.17725031      96.926721     0.16864718      108.99796     0.21879224
            0.8      101.69987     0.21591029      95.552641     0.20052922      107.36648     0.28109677
              1      98.152303     0.18140911      92.369016     0.18239727      103.40296     0.22036966
            1.2      92.804645     0.20688539      87.382377      0.1918637      97.764556     0.27062074
            1.4        85.7965     0.16836296      80.906895      0.1697007      90.282055     0.21355598
            1.6      76.838578     0.19428044      72.419067     0.16766251      80.980758     0.27349437
            1.8      67.052518      0.1733874      63.139688     0.15592981      70.531593     0.22094046
              2      57.040325      0.1493739      53.785234     0.14235251      60.135685     0.17701322
            2.2      47.266579     0.14088134      44.652738     0.14227481      49.834677     0.18471516
            2.4      37.574795     0.11632864       35.80295     0.20340911      39.577705     0.14915774
            2.6      28.994246    0.098233356      27.502712    0.093866214      30.561698     0.12952493
            2.8      22.137874    0.094130912      20.911632     0.11403436      23.340706     0.11095317
              3      16.304482     0.09152399      15.453759     0.08266688      17.225383     0.12761734
            3.2      11.754967     0.06413315       11.00757     0.14185865      12.444167    0.078756151
            3.4       8.387474    0.065841865      7.9324917    0.077749349       8.868725    0.070997831
            3.6      5.7946108    0.057315366      5.4921426    0.070223305        6.12625    0.064840675
            3.8        4.12946     0.04757567      3.9492593     0.05872256      4.2939918    0.049153537
              4        4.12946     0.04757567      3.9492593     0.05872256      4.2939918    0.049153537
