#       dyttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.90942729     0.01649274     0.74559326    0.013342061       1.084665    0.020517891
           -3.8      1.3652389    0.019404569      1.1194334    0.015703468      1.6349964     0.02415235
           -3.6      2.0215807    0.022925648      1.6758843    0.018896829      2.3892948    0.028734285
           -3.4      2.9308872    0.027230636      2.4379012    0.022454153      3.4575966    0.033300639
           -3.2       4.217116    0.032519672      3.5303036    0.027021813      4.9443049    0.039505392
             -3      5.9563671    0.038478075       5.017172      0.0322216      6.9448204    0.046375904
           -2.8      8.5886595    0.046016897      7.2903085    0.038925217      9.9328795    0.055460092
           -2.6      12.065615    0.054337413       10.30756    0.046214378      13.865306    0.064582752
           -2.4       17.15385    0.064517084      14.775832    0.055406901      19.526326    0.075595512
           -2.2      24.214988    0.076338553      21.043495     0.06621798      27.275488    0.088621898
             -2      33.535958    0.089482124       29.38218    0.078288204        37.4164      0.1025067
           -1.8      45.676066     0.10389264      40.332432    0.091671778      50.483372     0.11742272
           -1.6      60.526711     0.11904631      53.864875       0.106162      66.246489     0.13425037
           -1.4      77.426785     0.13395376      69.374029     0.12069592      84.029242     0.15059987
           -1.2      96.786208     0.14897343      87.226204     0.13464823      104.29282     0.16443455
             -1      116.87847     0.16284476      105.80783     0.14791767      125.26471     0.17821509
           -0.8      135.84402     0.17471407      123.36341     0.15932341      145.08029       0.190702
           -0.6      153.02719     0.18462989      139.31225     0.16862679      162.96182     0.19979235
           -0.4      165.80497     0.19159074      151.10134     0.17514815       176.4188     0.20694319
           -0.2      172.74024     0.19526802      157.39379     0.17848451      183.92744     0.21093271
              0      172.84661       0.195319      157.49235     0.17861102      184.03949     0.21129983
            0.2      165.85451     0.19162296      151.12831     0.17512546       176.5064     0.20686617
            0.4       153.3066     0.18477432      139.56129     0.16866532      163.28715      0.1996385
            0.6      135.96737     0.17476842      123.47584     0.15932479      145.20866     0.19031855
            0.8      116.81066     0.16280461       105.7406     0.14762855      125.20237     0.17757304
              1      96.625301     0.14885045      87.048406     0.13431433      104.17348     0.16352812
            1.2      77.774972     0.13425257      69.706005     0.12091105      84.373609     0.15071232
            1.4      60.489373      0.1189862      53.829375     0.10611741      66.214045     0.13374354
            1.6      45.541884     0.10379102      40.245645    0.091762382      50.273402     0.11798449
            1.8      33.583295    0.089546379      29.432629    0.078409735      37.451032     0.10270485
              2      24.358459    0.076585014      21.167957    0.066396854      27.444035    0.088796283
            2.2       17.31934    0.064747701      14.929133    0.055765226      19.697863    0.076190306
            2.4      12.076482    0.054328169      10.321997    0.046256963      13.863624    0.064554075
            2.6      8.5537705    0.045917409      7.2573595    0.038758499      9.8975376    0.055067155
            2.8        5.99361    0.038551422      5.0492411    0.032281919      6.9859155    0.046523329
              3      4.1957111    0.032468541      3.5113711    0.026967134      4.9226625    0.039444279
            3.2      2.9202052    0.027246075       2.430549    0.022480521      3.4417226    0.033476931
            3.4       1.986674    0.022666283      1.6411866    0.018550249      2.3612994    0.027986796
            3.6      1.3586262    0.019372632      1.1163799    0.015694831      1.6218725    0.024274064
            3.8     0.91909434    0.016748311     0.75042767     0.01348772        1.10383    0.021029864
              4     0.91909434    0.016748311     0.75042767     0.01348772        1.10383    0.021029864
