#        yHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4   0.0052381157   0.0011167142   0.0049155636   0.0010734704   0.0052436271   0.0011190806
           -3.8    0.035716789   0.0029547237    0.032923359   0.0027372392    0.036626669   0.0030113891
           -3.6     0.14333862   0.0059091278       0.132894   0.0054677147     0.14613225   0.0060763066
           -3.4     0.48821283    0.010849415     0.45094188    0.010037456     0.49888572    0.011244503
           -3.2      1.2978369    0.017642149      1.1904262    0.016228711      1.3458272    0.018689046
             -3        2.98288    0.026729272      2.7305389    0.024556119      3.1113127     0.02855384
           -2.8      5.9400521    0.037706682      5.4286359     0.03457541      6.2271358     0.04065845
           -2.6      10.754786    0.050681898      9.8059694    0.046302773      11.341522    0.054849505
           -2.4      17.623128    0.064772906      16.053213    0.059160309      18.650964    0.070309288
           -2.2      27.261977    0.080369501      24.777072    0.073388966      28.984343    0.088169329
             -2      39.093212    0.095987215      35.459356    0.087202853      41.732435     0.10447286
           -1.8       53.36478     0.11178704      48.326572     0.10141275      57.132947     0.12189333
           -1.6      69.369125     0.12697858      62.721629     0.11503565      74.470265     0.13894813
           -1.4      86.672236     0.14141777       78.22101      0.1278985      93.318949     0.15529543
           -1.2      103.75673     0.15415935      93.525379     0.13972814      111.91313     0.17161469
             -1      120.57164     0.16555918      108.55055     0.14953154      130.26883     0.18329246
           -0.8      135.75178     0.17508233      122.05639     0.15763543      146.95297     0.19307143
           -0.6      147.82507     0.18223839      132.83417     0.16402541      160.12775     0.20158853
           -0.4      156.53173     0.18714582      140.56282     0.16827354      169.71294      0.2066186
           -0.2      160.89166     0.18957907      144.44531     0.17036695      174.48247     0.20957058
              0      160.78382     0.18951381      144.36201     0.17036507      174.34245     0.20955457
            0.2      156.32568     0.18704708      140.38642     0.16832346      169.47657      0.2070197
            0.4      147.76949     0.18221101       132.7713     0.16411641      160.08676     0.20189625
            0.6      135.77468     0.17505754      122.10256     0.15796524      146.92745     0.19407563
            0.8      120.16881      0.1653081      108.21438     0.14936061      129.77274     0.18307974
              1      103.60998     0.15404588      93.389879     0.13920254      111.75814     0.16988329
            1.2      86.127378     0.14097705      77.759238     0.12760605      92.670466     0.15500743
            1.4      69.216456     0.12685995      62.585102     0.11497557      74.293059     0.13912861
            1.6      53.383642     0.11179107      48.358511     0.10148758      57.124484     0.12205469
            1.8      39.110103    0.096025072      35.494983    0.087460496      41.703551      0.1051219
              2      27.163375    0.080224292      24.689566     0.07312953      28.876292    0.087382997
            2.2      17.654892    0.064823981      16.082823    0.059244942      18.675514    0.070561341
            2.4      10.693312    0.050523329      9.7574259     0.04620844      11.262278    0.054579974
            2.6      6.0323117    0.037995756      5.5186647     0.03486204      6.3137232    0.040746568
            2.8      2.9860367    0.026755633      2.7361484    0.024597686      3.1078418    0.028701843
              3       1.285146    0.017584175      1.1793821    0.016193218      1.3312743     0.01856109
            3.2     0.48838363    0.010860884     0.45236762    0.010084129     0.49838741    0.011167779
            3.4     0.15525436   0.0060983261     0.14427842   0.0056830396     0.15796504   0.0062317549
            3.6    0.036667992    0.002992733    0.034529256   0.0028573007    0.037408974   0.0030380508
            3.8   0.0083345478   0.0014484009   0.0076876108   0.0013514736   0.0087363093   0.0015161162
              4   0.0083345478   0.0014484009   0.0076876108   0.0013514736   0.0087363093   0.0015161162
