#    dyHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.16107107   0.0064375417     0.13446597   0.0053244268     0.18823497   0.0080405176
           -3.8     0.29904768   0.0089549637     0.25038601   0.0073869256     0.34924374    0.011139803
           -3.6      0.5117079    0.011633669      0.4305141    0.009736109     0.59517947    0.014331727
           -3.4     0.89025049    0.015090833     0.75472568    0.012715458      1.0253762    0.018053898
           -3.2      1.4663849     0.01932799      1.2488745    0.016368901       1.683118    0.023066685
             -3      2.3956186    0.024624103      2.0578432    0.021025404      2.7213304    0.029083113
           -2.8      3.8382465    0.031110689      3.3231554    0.026761378      4.3211998    0.036359655
           -2.6      6.0655521    0.038831306      5.2836339    0.033744289      6.7841618    0.045226705
           -2.4      9.3020618    0.047985298      8.1606046    0.041886104      10.319569    0.055118543
           -2.2      13.932656    0.058367417      12.295976    0.051347095      15.351975    0.066193061
             -2      20.683925    0.070584025      18.369442    0.062859224      22.625294    0.080126072
           -1.8       30.03319     0.08466341      26.813904     0.07571382      32.658067    0.094912044
           -1.6      43.302585     0.10114745      38.834587    0.090871556       46.85536     0.11240727
           -1.4      60.705786     0.11913873      54.611191     0.10787935      65.488857     0.13367992
           -1.2       83.90023     0.13914829      75.614522     0.12569452      90.398331     0.15293056
             -1       111.6273     0.15945486      100.76157     0.14461038      120.09641     0.17647733
           -0.8      144.06161     0.17975721      130.12485      0.1626878      154.96317     0.19691624
           -0.6      177.42876     0.19792953      160.26981     0.17932524      190.93235     0.21745142
           -0.4      205.45478     0.21158178      185.56029     0.19146188      221.21604     0.23163846
           -0.2      222.60398     0.21939686      201.05438     0.19857345      239.69511     0.24071218
              0      222.40719     0.21930768      200.83735     0.19841666      239.55537     0.24028332
            0.2      205.57433     0.21166856      185.68527     0.19157342      221.31777     0.23191318
            0.4      177.38515     0.19791775      160.22996     0.17918165      190.89681     0.21689482
            0.6      144.56446     0.18003078      130.58651     0.16359323      155.48193     0.19926702
            0.8      112.10896     0.15976759      101.17814     0.14463954      120.65413     0.17573542
              1      83.651847      0.1389701      75.386508     0.12544167      90.131762     0.15252122
            1.2       60.92512     0.11929968      54.785936     0.10764101      65.772576     0.13239983
            1.4      43.162888     0.10100601       38.68456    0.090545335      46.756026     0.11189221
            1.6      30.348131    0.085152533      27.067334    0.076071679      33.060828    0.095768356
            1.8      20.763974    0.070769178       18.43564    0.062777166      22.730472    0.079833615
              2      14.128562    0.058787985      12.467974    0.051767696      15.572263    0.067054628
            2.2      9.2649885    0.047770619      8.1179514    0.041790706      10.296237    0.055256836
            2.4      6.1455719    0.039220949      5.3474418    0.033993803      6.8850261    0.045808007
            2.6      3.8902124    0.031244182      3.3654833    0.026874988      4.3859584    0.036697078
            2.8      2.4691618    0.025049424       2.112791    0.021290895      2.8232379    0.029689613
              3      1.4753065     0.01938887      1.2551626    0.016387954       1.696531    0.023238273
            3.2      0.8545889    0.014810445     0.72356294    0.012458417     0.98728759    0.017944564
            3.4      0.5272854    0.011724601     0.44105632    0.009732207     0.61782336    0.014303627
            3.6     0.30434984   0.0091067853       0.252506   0.0074547879     0.36054979    0.011368966
            3.8     0.16940066   0.0067682026      0.1392667   0.0054924869     0.20291579   0.0085186566
              4     0.16940066   0.0067682026      0.1392667   0.0054924869     0.20291579   0.0085186566
