# detaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      3.5936937     0.02963023       3.156721    0.026110155      4.0001786    0.034197471
           -3.8      4.6643868    0.033813795      4.1018869    0.029701758      5.1867233    0.038667358
           -3.6      6.2363363    0.039028047      5.4970493    0.034352948      6.9138689    0.044275877
           -3.4      8.1579646     0.04450579      7.2061769    0.039259882      9.0199129    0.050201609
           -3.2      10.385207     0.05011944      9.1920726    0.044355243      11.453299    0.056673038
             -3      13.375927    0.056812455      11.878286    0.050455613      14.685679    0.063994601
           -2.8      16.916552    0.063750051      15.055586    0.056815736      18.526542    0.071533313
           -2.6      21.629013    0.071956519      19.287586    0.064163606      23.630734    0.080230015
           -2.4      27.396768    0.080794044      24.486477    0.072350099       29.84633     0.09032382
           -2.2      33.890627    0.089670861      30.357171    0.080387019      36.819888    0.099489292
             -2      42.190677    0.099756409      37.864744    0.089586707      45.725136     0.11020603
           -1.8      51.940779     0.11038832      46.692975    0.099348948      56.183646     0.12174629
           -1.6       63.54693     0.12170824      57.207592     0.10984307      68.623431     0.13396665
           -1.4      76.549541     0.13315101      69.008186     0.12041435      82.520523     0.14691931
           -1.2      90.882582     0.14456636      81.988808     0.13064712      97.895921     0.15838437
             -1      105.99286     0.15558964      95.741933     0.14083846      113.97966     0.17070197
           -0.8      120.82385     0.16554445      109.20893     0.15008596      129.80721     0.18182626
           -0.6       134.4316     0.17409822      121.55821      0.1577063      144.36665     0.19051472
           -0.4      145.04289     0.18040845      131.18978     0.16389117      155.68997     0.19885304
           -0.2      150.92448     0.18379343      136.53033     0.16727209      161.95073     0.20375955
              0      151.08332     0.18388004      136.62614     0.16656887      162.22226     0.20104552
            0.2      144.97693     0.18035526      131.09874     0.16344996      155.67102      0.1973978
            0.4      134.59105     0.17417319      121.68249     0.15789013      144.55967     0.19106452
            0.6      120.94523     0.16563608      109.31303     0.15009075      129.96601     0.18174301
            0.8      106.05958     0.15562199      95.784223     0.14080953      114.08614     0.17041247
              1      90.776333     0.14450356      81.925425     0.13073847      97.717297      0.1588224
            1.2      76.444859     0.13307093      68.894729     0.12012601      82.442366     0.14629635
            1.4      63.636059     0.12179419      57.270943     0.10976817      68.750362      0.1342694
            1.6      51.927838     0.11036605      46.699774    0.099870079      56.132548     0.12317604
            1.8      42.303667    0.099873686      37.950924    0.089651117      45.880992     0.11027183
              2      34.172872    0.089991881      30.600415    0.080615378      37.142282    0.099699508
            2.2      27.095719    0.080375417      24.201247    0.071855593      29.547684    0.089659233
            2.4      21.732927    0.072112724      19.354108    0.064187241      23.793967    0.080452369
            2.6      17.157327     0.06420096      15.256976     0.05715812      18.814656    0.072168833
            2.8      13.420098    0.056867505      11.900416     0.05043281      14.772702     0.06391803
              3      10.426056    0.050170201      9.2228582    0.044374633      11.511415    0.056502405
            3.2      8.1350586    0.044496163      7.1748186    0.039217049      9.0183683    0.050465703
            3.4      6.1392761    0.038700307      5.4012463    0.033984641      6.8275685    0.043958214
            3.6      4.7850587    0.034178396      4.2014079    0.030001107      5.3323195    0.039066129
            3.8      3.6680276    0.029903494      3.2101903     0.02618117      4.1078187    0.034182945
              4      3.6680276    0.029903494      3.2101903     0.02618117      4.1078187    0.034182945
