#  R_yHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      20.687158    0.070286134      18.626532    0.063596175      22.314796    0.078231266
            0.2      57.836243     0.11648395      52.094986     0.10509282      62.351067     0.12870722
            0.4      85.110858     0.14026679      76.696692     0.12706874      91.701114     0.15631173
            0.6      102.74776     0.15340136      92.593968     0.13844949      110.73139     0.16862617
            0.8      112.92307     0.16036346      101.80313     0.14525703      121.65328     0.17774978
              1      118.58747     0.16405942      106.86906     0.14809757      127.86048     0.17982452
            1.2      122.27782     0.16645718      110.21104     0.15044416      131.81426     0.18308224
            1.4      126.01898     0.16882455      113.58893     0.15265793      135.85343     0.18588991
            1.6      131.15274     0.17201665      118.17542      0.1553287      141.49214     0.18887492
            1.8      137.93352     0.17615243       124.3187     0.15906302      148.76879     0.19351355
              2      148.60778     0.18239973      133.96094     0.16527817      160.27554     0.20212271
            2.2      161.83126     0.18978201      145.87244      0.1714112      174.62624      0.2082609
            2.4      179.28757     0.19896639      161.66143     0.17974288      193.40727     0.21833168
            2.6      201.26804     0.20979981      181.60037     0.18972339      216.92529     0.23078189
            2.8      224.83727      0.2205777      202.94771     0.19949327       242.1639     0.24257892
              3      219.22253     0.21829649      198.00089     0.19763036      235.77826     0.24074698
            3.2      74.491241     0.13212372      66.689948     0.11827773       80.84027     0.14713281
            3.4      29.378228    0.084392392      26.003286    0.074650425      32.281137    0.096233775
            3.6      13.291378    0.057556644      11.638377    0.050112381      14.776761    0.066653298
            3.8      6.1842718    0.039670071      5.3485583    0.034070224      6.9750629     0.04670505
              4      2.9104681    0.027315657      2.4918625    0.023192512      3.3200881    0.032492252
            4.2      1.3926754    0.019149722        1.17907    0.016046415      1.6082577    0.023238952
            4.4     0.64267994    0.013024669     0.54014144    0.010932266     0.74834146    0.016233773
            4.6     0.28838077   0.0087757565     0.24030832   0.0072422398     0.33799463    0.010817168
            4.8     0.12883149   0.0058459031     0.10555874   0.0047876034     0.15495237   0.0073043789
              5     0.12883149   0.0058459031     0.10555874   0.0047876034     0.15495237   0.0073043789
