#  dphiHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      113.84361     0.16135697      102.44073     0.14541382      122.80031     0.17846842
            0.2      112.11818     0.16015041      100.87944     0.14427567      120.96517      0.1771231
            0.4      110.52149     0.15896413      99.460075     0.14332849      119.24349     0.17565014
            0.6      109.81279     0.15840533      98.804641     0.14279326      118.54694     0.17488541
            0.8      109.42323     0.15809239      98.454514     0.14250508      118.15992     0.17422033
              1      110.70193     0.15892353      99.650802     0.14344433      119.48976     0.17552145
            1.2      113.61347     0.16088903      102.26166     0.14499177      122.69065     0.17687687
            1.4      118.46282     0.16409444      106.62293     0.14795901      127.97168      0.1806834
            1.6      125.86166     0.16883468       113.3153     0.15237381      135.94212     0.18605684
            1.8      135.64762     0.17485536      122.17778     0.15825429       146.4565     0.19376802
              2      148.67551     0.18258167      133.87494     0.16464026      160.63718     0.20055028
            2.2      165.46792     0.19184393      149.05762     0.17314455      178.71818     0.21082926
            2.4      186.31812     0.20267399      167.94753     0.18304112      201.06002     0.22289596
            2.6      210.45774     0.21421922      189.79386      0.1940081      226.95291     0.23743345
            2.8      233.80933     0.22462914      210.99221     0.20335167      251.84623     0.24833397
              3      174.39969     0.19687233      157.60429     0.17830937      187.39548     0.21680076
            3.2      174.39969     0.19687233      157.60429     0.17830937      187.39548     0.21680076
