#       etatbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      3.9430071    0.030878939      3.5523945    0.027856045      4.2598068    0.033983649
           -3.8      5.8257397    0.037545684      5.2445649    0.033826127       6.301214    0.041339385
           -3.6      8.2791725    0.044699654       7.457056    0.040318195      8.9501004    0.049223668
           -3.4      11.626952    0.052899105      10.468098    0.047707513      12.575478    0.058332149
           -3.2      16.078188    0.062078282      14.464764    0.055936145      17.408431      0.0685452
             -3      21.746121    0.072019591      19.560479    0.064863532      23.550608    0.079454795
           -2.8      28.951839    0.082930702      26.033516    0.074688397      31.371364    0.091370077
           -2.6      37.216246    0.093863271      33.476458    0.084551973      40.303034     0.10345502
           -2.4      46.428194     0.10449911      41.757718    0.094194051      50.285216     0.11528782
           -2.2      56.261529     0.11477381      50.612775     0.10341029       60.91108     0.12643159
             -2      66.045478      0.1240382      59.428926     0.11177619      71.465434     0.13645179
           -1.8      75.185908     0.13207044      67.661877     0.11912308      81.325026     0.14571651
           -1.6      83.334049     0.13874883      75.025869     0.12522071      90.058866     0.15289758
           -1.4      89.449524     0.14356467      80.604419     0.13011609      96.489117     0.16008465
           -1.2      94.306136     0.14724766      84.995679     0.13314784      101.66103      0.1627781
             -1      96.693794     0.14898351      87.152322     0.13452273      104.20371     0.16377924
           -0.8      97.786437     0.14979792       88.15092      0.1352121      105.31689     0.16432337
           -0.6      97.818294     0.14984018      88.228421     0.13529303      105.22769     0.16436714
           -0.4      97.329168     0.14950297      87.818603     0.13504349      104.62046     0.16410629
           -0.2      96.861989     0.14912673      87.422771     0.13493477      104.06865     0.16417798
              0      96.814486     0.14913424      87.367394     0.13475475      104.04303     0.16374134
            0.2      97.260987     0.14944532      87.772717     0.13536479      104.51711     0.16519027
            0.4      97.749118     0.14976953      88.166315     0.13586871      105.15258     0.16654034
            0.6      97.919826      0.1498971      88.311166     0.13551374      105.37972     0.16504207
            0.8      96.723073     0.14902406      87.200477     0.13453944      104.18401     0.16377342
              1      93.944671     0.14697486       84.65329     0.13261934      101.30939     0.16169005
            1.2      89.505596     0.14360011      80.618894     0.12954944      96.617528     0.15792723
            1.4       83.11752     0.13859136      74.841752     0.12500105      89.789017     0.15252236
            1.6       75.19305      0.1320688      67.673778      0.1190587       81.31733     0.14536376
            1.8      65.977337     0.12397573      59.379782     0.11194316      71.369394     0.13717311
              2      56.144117     0.11464965      50.491491     0.10358321      60.812766     0.12708229
            2.2      46.565371     0.10469082       41.90447    0.094503758      50.391396     0.11578138
            2.4      37.139093    0.093707072      33.380451    0.084361899      40.264815     0.10343854
            2.6      28.923227    0.082860646       26.00588    0.074670627      31.338456    0.091570816
            2.8      22.002063    0.072454958        19.7662     0.06520249      23.874916    0.079940487
              3      16.167228    0.062195949      14.540095     0.05602241      17.515229     0.06850774
            3.2      11.726336    0.053098925      10.556884    0.047867948      12.683488    0.058640098
            3.4       8.203178    0.044477982      7.3710707    0.040040229      8.8979253    0.049205365
            3.6      5.7328432    0.037195392      5.1571661    0.033502174      6.2090778    0.040954284
            3.8      3.9879495    0.031103486      3.5945085    0.028111399      4.3029653    0.034683904
              4      3.9879495    0.031103486      3.5945085    0.028111399      4.3029653    0.034683904
