#     dphittbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      43.579444      0.1013337      38.584726    0.089884259      48.492187     0.11406255
            0.2      43.960298      0.1017799      38.963578    0.090378193      48.830832     0.11441389
            0.4      45.564896     0.10354972      40.442357    0.092100803      50.501665     0.11621861
            0.6      48.010789     0.10619277      42.666734    0.094558995      53.104585     0.11889705
            0.8      51.682761     0.11013365      45.984518    0.098176009        57.0638      0.1229899
              1      56.950557     0.11545388      50.738594     0.10304402      62.736755     0.12871846
            1.2      64.124004     0.12225971      57.238835      0.1093853      70.416042      0.1359865
            1.4      74.818712     0.13171876      66.889588     0.11801009      81.931495     0.14616563
            1.6      89.864284     0.14383728      80.458237     0.12899483      98.149026     0.15902633
            1.8      110.91771     0.15899713       99.45868     0.14289397       120.7881     0.17550242
              2      140.78547     0.17785694      126.48374     0.16015693      152.76288     0.19584666
            2.2      184.16963     0.20140862      165.81641     0.18247526      199.00887     0.22398711
            2.4      244.80243     0.22889458      220.87628     0.20693265      263.40711     0.25109318
            2.6      325.25717      0.2588039      294.20028      0.2345428      348.26052     0.28388843
            2.8      417.72359     0.28665345      378.63283     0.26042394      445.35295     0.31580157
              3      336.92337     0.26321974      305.90293     0.23953473      358.06972     0.29039798
            3.2      336.92337     0.26321974      305.90293     0.23953473      358.06972     0.29039798
