#R_etaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      13.676561    0.057294888      12.330967    0.051642715      14.700119    0.063014492
            0.2      38.917447    0.096074392      35.084817    0.086609964      41.844731     0.10579403
            0.4      59.922906      0.1184421      54.041932     0.10764654      64.412178     0.13316017
            0.6      76.031051     0.13283416      68.571809     0.12008085      81.764696     0.14645973
            0.8      88.255419     0.14263669      79.593649     0.12885105      94.958716     0.15665549
              1      98.216983     0.15005468      88.582181     0.13602739      105.70817     0.16638644
            1.2      106.14031     0.15569672      95.694654      0.1406833      114.34416     0.17086332
            1.4      114.35155     0.16125952      103.14575     0.14578776      123.13865     0.17706134
            1.6      122.52155     0.16657722      110.49079     0.15059968      132.01744     0.18277855
            1.8      132.21533     0.17265359      119.27696     0.15622021      142.41972     0.18989915
              2      143.94551     0.17965138      129.87654     0.16269684      155.07148     0.19792814
            2.2      158.31175     0.18779829      142.85917     0.17001135      170.55395     0.20627074
            2.4      176.71446     0.19757962      159.48078     0.17862327      190.40182     0.21640406
            2.6       199.0753     0.20864319      179.75359     0.18887529      214.36149     0.22907965
            2.8      223.52922     0.21988974      201.94889     0.19913557      240.45853     0.24171745
              3      225.42003     0.22086494      203.70204     0.19999466       242.3274     0.24283795
            3.2      112.02525     0.16018757      100.65726     0.14408815      121.26088     0.17740684
            3.4      63.854708     0.12246697      57.041448     0.10950678      69.619521     0.13690247
            3.6      40.456099    0.098166038      35.974101    0.087312915      44.356534     0.11042089
            3.8      26.837571    0.080409376      23.763271    0.071164479      29.584594    0.090862169
              4      18.055515    0.066222972      15.930273    0.058414815      19.994954     0.07546468
            4.2      12.469395    0.055217238      10.966516    0.048516368      13.861617    0.063001813
            4.4      8.4815831    0.045653201      7.4274563    0.039876455       9.484047     0.05219064
            4.6      5.9052435    0.038149412      5.1610326    0.033278269      6.6186205    0.043713458
            4.8       4.162164    0.032038998      3.6292683    0.027877297      4.6786477    0.036953704
              5       4.162164    0.032038998      3.6292683    0.027877297      4.6786477    0.036953704
