#     detattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      6.5283092    0.039863854      5.6009854    0.034126707      7.4991815    0.046770864
           -3.8      8.3085069      0.0448895      7.1568097     0.03862094      9.4991535    0.052462919
           -3.6      10.388153    0.050198154      8.9740321    0.043303385      11.836345    0.058419339
           -3.4      12.751783    0.055455253      11.056039    0.048089985      14.467184    0.064404801
           -3.2      15.871151    0.061780328      13.819619    0.053765863      17.910648    0.071118549
             -3      19.431198    0.068246763      16.985723    0.059598449      21.813409    0.078077247
           -2.8      23.804508     0.07539871      20.890137    0.066139921      26.588191    0.085836019
           -2.6       29.00488    0.083059718      25.565359    0.073221491      32.207892    0.094071427
           -2.4      35.015283    0.091098602      30.991044    0.080591609      38.672006     0.10246594
           -2.2      42.358821     0.10001179       37.64729    0.088884445      46.518427     0.11198592
             -2      50.241223     0.10867059      44.826183    0.097005703       54.89495     0.12125502
           -1.8      59.163097     0.11759757      53.023989     0.10560889      64.247765     0.13087227
           -1.6      68.747396     0.12647613      61.846433      0.1145239      74.274936     0.14202329
           -1.4      78.960838     0.13514916      71.283469     0.12226254      84.923505     0.14858763
           -1.2      89.152802     0.14319447      80.751025      0.1301656      95.463395     0.15690412
             -1      98.932289     0.15046442      89.858314     0.13693684      105.55223      0.1636072
           -0.8      107.73924     0.15665168      98.093517     0.14339371       114.5761     0.17107971
           -0.6      115.30739     0.16172314       105.1516     0.14781704      122.37345     0.17429672
           -0.4      120.80071     0.16528839      110.30907     0.15144642      127.98994     0.17815319
           -0.2      123.41231     0.16696695      112.75161     0.15304886      130.66216      0.1798242
              0      123.32171     0.16689762      112.67023     0.15302178      130.57241     0.17982049
            0.2      120.47768     0.16508089      110.02612     0.15123431      127.61467     0.17778686
            0.4      115.26316      0.1616871      105.10401     0.14775124       122.3501      0.1741008
            0.6      108.19852     0.15694548      98.530585     0.14363844      115.04269     0.17104572
            0.8      98.983084      0.1505009      89.909291      0.1371032      105.59548     0.16399975
              1      89.253348     0.14328116       80.82182     0.12993516      95.608141      0.1562828
            1.2      79.003288     0.13518673      71.309237     0.12237764      84.987927     0.14903844
            1.4      69.023071     0.12669263      62.087243     0.11418496      74.593852     0.14016942
            1.6       59.07361     0.11753709       52.94507     0.10545527      64.149845     0.13039829
            1.8      50.135036     0.10855573      44.753978    0.097005772       54.73374      0.1213542
              2      42.227268    0.099856092      37.520473     0.08894533      46.392052     0.11247062
            2.2      35.168704    0.091314252      31.138472    0.080953556      38.816966     0.10336409
            2.4      28.975836    0.083020605      25.550169    0.073285888      32.158884    0.094254615
            2.6      23.891436    0.075512708      20.970455    0.066261007      26.675567    0.085911471
            2.8      19.511084    0.068367006      17.060165     0.05972271      21.896874    0.078163833
              3      15.862268    0.061750476      13.819654    0.053805192      17.880881    0.071244241
            3.2      12.825714     0.05562363      11.125002    0.048181167       14.53973    0.064340752
            3.4      10.399541    0.050153381      8.9825611    0.043278365        11.8548    0.058366391
            3.6       8.135214    0.044444732      7.0083761    0.038212039      9.2968121    0.051942847
            3.8      6.5666794    0.040022933      5.6355644    0.034283691      7.5443324    0.046938194
              4      6.5666794    0.040022933      5.6355644    0.034283691      7.5443324    0.046938194
