# dphiHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      113.85618     0.16133011      102.46193     0.14550093       122.7998     0.17868401
            0.2      112.70316     0.16049558      101.39509     0.14450419      121.63095     0.17680726
            0.4      111.17379     0.15933787      100.04022     0.14403467      119.96206     0.17720145
            0.6      110.26785     0.15869103      99.229973     0.14305074      119.01478     0.17495724
            0.8      109.81718     0.15832549      98.862693     0.14333651      118.48433     0.17638794
              1      111.10462      0.1591713      99.988952     0.14347638      119.97979     0.17506088
            1.2      113.68016     0.16090323      102.33585     0.14527727      122.72523     0.17758524
            1.4      118.68777     0.16420173      106.82362     0.14828648      128.22325     0.18121623
            1.6      125.79771     0.16876991      113.25442     0.15221739      135.88082     0.18557745
            1.8       135.5048     0.17478356      122.05233     0.15775046      146.29147     0.19237945
              2      148.55065     0.18249262      133.78868     0.16501756      160.45311     0.20188168
            2.2      165.07231     0.19168458      148.71814     0.17296071      178.25498     0.21066087
            2.4       185.6256     0.20231234      167.29058     0.18270399      200.37166     0.22265343
            2.6      209.92871      0.2140426      189.26711     0.19333529      226.47038     0.23591457
            2.8      233.12024     0.22442038      210.38339     0.20289246      251.06125     0.24738706
              3      174.24439     0.19687119      157.44534     0.17820119      187.27268     0.21684334
            3.2      174.24439     0.19687119      157.44534     0.17820119      187.27268     0.21684334
