#    R_etattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      3.4003143    0.028568954      3.0041646    0.025274357      3.8098581    0.032364196
            0.2      9.9191151    0.048529826      8.8127331    0.043244552      11.020962    0.054328181
            0.4      16.227559    0.061988793      14.457634     0.05537876      17.946681    0.069042983
            0.6      22.307747     0.07258564      19.925678    0.065015116      24.573608    0.080605631
            0.8      28.816917      0.0823818      25.790817    0.073911155      31.639007    0.091148406
              1      35.541906    0.091365358      31.858234    0.082101545       38.91843     0.10084044
            1.2      43.002315     0.10034218       38.62209    0.090374112      46.929683     0.11047579
            1.4      52.152363     0.11026287      46.896458    0.099400015      56.779891     0.12100486
            1.6      64.297299     0.12211108      57.896523     0.11023543      69.816413      0.1338121
            1.8      80.122672     0.13584216      72.240893     0.12276924      86.764096     0.14849292
              2      102.01488     0.15252272      92.145816     0.13814027      110.08669     0.16636938
            2.2      133.73413     0.17338362      121.03795     0.15744249      143.74033     0.18898399
            2.4      178.74316     0.19836632      162.10871     0.18111871      191.29783     0.21798088
            2.6      242.01079     0.22740873      219.98142     0.20736189      257.81517     0.24682974
            2.8      324.92456      0.2583038      295.96798     0.23588715      344.59769     0.28014526
              3      373.47478     0.27379918      340.18763     0.25005253      395.63046     0.29865284
            3.2      195.33476     0.20740562      175.73114     0.18717689      210.48345     0.23199266
            3.4      116.71017     0.16350854      103.83103     0.14547456       127.6929     0.18412782
            3.6      76.459033       0.133715      67.432281     0.11796106      84.634748       0.152656
            3.8       52.02589     0.11092829       45.51294     0.09696368      58.225301     0.12714158
              4      36.229186     0.09304167      31.488456    0.080748743      40.895103      0.1075511
            4.2      25.511848    0.078416969      22.052508    0.067647898      28.993056    0.091304248
            4.4      18.311857    0.066662236      15.740321    0.057161888      20.962358    0.078016395
            4.6       13.17096    0.056791733      11.273098    0.048444313      15.155796    0.066903148
            4.8      9.5030341    0.048426762      8.1059267    0.041226145       10.97669     0.05765422
              5      9.5030341    0.048426762      8.1059267    0.041226145       10.97669     0.05765422
