#          ytop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4  0.00095238467  0.00047616854  0.00089863848   0.0004532582  0.00095479721  0.00047815191
           -3.8    0.019736427   0.0022905003     0.01688281   0.0019694985    0.022733358   0.0027024874
           -3.6     0.12763671   0.0057517278     0.10802654   0.0048097789     0.14851219   0.0070791693
           -3.4     0.50446465    0.011131615     0.43476382   0.0095950977     0.57218133    0.013030812
           -3.2      1.4466227    0.018923666       1.261794     0.01649016       1.615483    0.022179793
             -3      3.4512229    0.029170098      3.0262831    0.025519451      3.8365163    0.033466754
           -2.8      6.9907005    0.041335526      6.1910174    0.036519096      7.6767994     0.04714037
           -2.6      12.431288    0.054943644      11.081807    0.050194124      13.546471    0.066447455
           -2.4      20.323869    0.069962202       18.17164     0.06266736      22.094813    0.078476241
           -2.2      30.425174    0.085334878      27.304257    0.076742244       32.93375    0.095305469
             -2      42.603639     0.10047833      38.331644    0.090631966       46.00278     0.11169313
           -1.8      56.789524      0.1154416      51.124231     0.10405729      61.314836     0.12723415
           -1.6      72.351546     0.12978892       65.21877     0.11713623      77.996697     0.14285504
           -1.4      88.339009     0.14277135      79.669929     0.12909476      95.193044     0.15732783
           -1.2      104.35915     0.15452497      94.106577     0.13952274      112.49367     0.16944277
             -1      119.07835     0.16446278      107.39055     0.14855629      128.35017     0.18058934
           -0.8      132.46745     0.17288504      119.45407     0.15619357      142.78126      0.1898055
           -0.6      143.14872     0.17925195      129.08295     0.16202169      154.30774     0.19679975
           -0.4       150.4767     0.18343606      135.67097     0.16612001      162.21783     0.20284892
           -0.2      154.00249     0.18543262      138.85164     0.16754733      166.02212     0.20369613
              0      154.49065     0.18568804      139.25857     0.16770671       166.6077     0.20385909
            0.2      150.48047     0.18345204      135.65821     0.16562771       162.2633     0.20100778
            0.4      143.05961     0.17919913      129.01036     0.16209414      154.19778     0.19740368
            0.6      132.29566     0.17276119       119.2717     0.15599281      142.65458     0.18930351
            0.8       119.0544     0.16445348      107.39154     0.14888203      128.26582     0.18142721
              1      104.15315     0.15439565      93.940805     0.13979042      112.22933     0.17054034
            1.2      88.357028      0.1427588      79.665886     0.12888462      95.255058     0.15664999
            1.4      72.451606     0.12990519      65.300202     0.11726125      78.121251     0.14308258
            1.6      56.716636      0.1154421      51.088207     0.10418338      61.177382      0.1277907
            1.8       42.73536     0.10065657      38.427085    0.090680042      46.179032     0.11191665
              2      30.336482    0.085196545      27.223186    0.076517988      32.846536    0.094686465
            2.2      20.339581    0.070014546      18.187559    0.062775296      22.107387    0.078774766
            2.4      12.540816    0.055140365       11.16073    0.049329366      13.705257    0.063337683
            2.6      7.1211334    0.041737479      6.3060533    0.036944006      7.8207354    0.047858337
            2.8       3.505537    0.029338933      3.0832267    0.025809782      3.8765497    0.033978945
              3      1.5063877      0.0193401      1.3078538    0.016931242      1.6935358    0.023636433
            3.2     0.49730154     0.01116068     0.42645217   0.0095313316     0.56822259    0.013228514
            3.4     0.13382039   0.0058962402     0.11379248   0.0049845933     0.15460345   0.0071466703
            3.6    0.020521162   0.0022386485    0.017547391   0.0019793173    0.023464211   0.0025408232
            3.8  0.00047619233    0.000336702  0.00037811083  0.00026735729  0.00060697808  0.00042919254
              4  0.00047619233    0.000336702  0.00037811083  0.00026735729  0.00060697808  0.00042919254
