#         ytbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4   0.0007142885  0.00041237405  7.7803833e-05   0.0004837726  0.00094243825  0.00058574758
           -3.8    0.014773302   0.0019356313    0.013017792   0.0017121553    0.016255121   0.0022238871
           -3.6    0.099289045   0.0049931235    0.087375934   0.0044221365     0.10853214   0.0056749818
           -3.4     0.41083857    0.010184036     0.36281166   0.0090061794     0.44690163    0.011624472
           -3.2      1.2334943    0.017605948      1.1054862    0.015716857      1.3181926     0.01978181
             -3      2.9829746    0.027110351      2.6752928     0.02433645      3.1944413    0.030424447
           -2.8      6.1940158    0.038963962      5.5758757    0.035024716      6.6207316    0.043378899
           -2.6      11.555901    0.053064394      10.419732    0.047855327       12.36026    0.058864802
           -2.4      19.043285    0.067730132      17.181238      0.0611879      20.396487    0.074977752
           -2.2      29.086598    0.083352755      26.261977    0.075289264      31.181934    0.091666686
             -2       41.57566    0.099233188      37.527873    0.089685708      44.650805     0.10919895
           -1.8      56.036062     0.11471458      50.563824     0.10365148       60.27329     0.12611846
           -1.6      71.765601     0.12924061      64.727348     0.11683199      77.299566     0.14236278
           -1.4      88.227431     0.14267876      79.554038     0.12884153      95.110227     0.15667866
           -1.2      104.78141     0.15486526       94.46735     0.14051362       112.9847     0.17294949
             -1      120.05136     0.16511524      108.15089     0.14912706      129.61138     0.18191168
           -0.8      133.61112     0.17358873      120.32464     0.15662798      144.33716     0.19091459
           -0.6      144.45596     0.18003185      130.03293     0.16230307      156.15079     0.19790344
           -0.4      152.45375     0.18460866      137.23972     0.16642019      164.76152      0.2029381
           -0.2      156.14158     0.18664652      140.55698     0.16840713      168.76002     0.20565542
              0      155.99117      0.1865951      140.39655     0.16819142      168.65022     0.20521252
            0.2      152.29138     0.18451426      137.09431     0.16667116      164.58075     0.20396821
            0.4      144.39609     0.17999404      130.02655     0.16298294      155.99386     0.20019624
            0.6      133.86227     0.17373689      120.53136     0.15662135      144.63007     0.19075289
            0.8      119.99426     0.16507757      108.09998     0.14894176      129.54536      0.1815608
              1      104.55319     0.15469369      94.231317     0.13968068      112.80099     0.17029672
            1.2      88.339429     0.14278777      79.641436     0.12899022      95.242359     0.15725675
            1.4      71.792526     0.12926208      64.774979     0.11691016       77.27874     0.14256979
            1.6      55.972346     0.11464561      50.505369     0.10362938      60.207998     0.12612256
            1.8      41.538519    0.099200799      37.489414    0.090116725      44.620569     0.11031647
              2       29.22213     0.08356561      26.380493    0.075535461      31.331232    0.092134141
            2.2      19.014446    0.067631177      17.150376    0.061096633      20.375243    0.075042553
            2.4      11.481942    0.052737896       10.34701    0.047521945      12.290225    0.058306781
            2.6      6.2763085    0.039200007      5.6456175    0.035203129      6.7167212    0.043527304
            2.8      2.9643567    0.027034043      2.6613966    0.024258224      3.1709394    0.030446014
              3      1.2164038    0.017641454      1.0816696    0.015603297      1.3150093    0.020114379
            3.2     0.39890582    0.010007006     0.35425728   0.0088684749     0.43026787    0.011419404
            3.4    0.092618134   0.0049217454      0.0834673   0.0043960773    0.097033603    0.005243457
            3.6    0.014525048   0.0019489456    0.013094781   0.0017627177    0.015394463   0.0022020579
            3.8  0.00047619233  0.00047616854  0.00033663522  0.00040572742  0.00069565904  0.00055515373
              4  0.00047619233  0.00047616854  0.00033663522  0.00040572742  0.00069565904  0.00055515373
