#       ptHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.37172865   0.0013272569     0.33426311   0.0011958528      0.4032442   0.0014581092
             10      1.0798834   0.0022448829     0.97085715   0.0020242386      1.1716026   0.0024738893
             20      1.7134821   0.0028079506      1.5405237   0.0025293105      1.8588322   0.0030896954
             30      2.2257057   0.0031820666      2.0017375    0.002867599      2.4132441   0.0034941777
             40      2.6088327   0.0034306407      2.3467833   0.0030914617      2.8271056   0.0037668082
             50      2.8379731   0.0035683988       2.553805   0.0032168335      3.0736565   0.0039141787
             60      2.9432707   0.0036305002      2.6500154   0.0032792197      3.1842752   0.0039998949
             70      2.9353063   0.0036272226      2.6434768   0.0032739523      3.1738636   0.0039851897
             80      2.8479462   0.0035765523      2.5660267   0.0032281467      3.0764548   0.0039195236
             90      2.6879218    0.003481528      2.4227808   0.0031466303      2.9009321    0.003829281
            100       2.500465   0.0033671249      2.2537364   0.0030398129      2.6982032   0.0036910741
            110      2.2954522   0.0032343312      2.0698458   0.0029211667      2.4745611   0.0035476613
            120      2.0806245   0.0030867742      1.8773016   0.0028000442      2.2402033   0.0034257811
            130      1.8739903   0.0029368941      1.6901642   0.0026559673      2.0184196   0.0032323696
            140      1.6707284   0.0027813868      1.5070135   0.0025164253      1.7987824   0.0030619571
            150      1.4901073   0.0026321269       1.344028   0.0023874626      1.6038935   0.0029274203
            160       1.312126   0.0024752225      1.1834409   0.0022353223      1.4118719   0.0027168753
            170         1.1585   0.0023308662      1.0449466   0.0021086379      1.2459626    0.002575142
            180      1.0247674    0.002195472     0.92425384    0.001984696      1.1019781   0.0024234406
            190     0.90034695   0.0020609931       0.812166   0.0018613712     0.96766882   0.0022663271
            200     0.79184871   0.0019363187     0.71423313   0.0017482784     0.85093757   0.0021311442
            210      0.6992428   0.0018210014     0.63035288    0.001644371     0.75165137   0.0020102615
            220     0.61561408   0.0017109143     0.55509271   0.0015455914     0.66129084   0.0018950731
            230     0.53988055   0.0016042381     0.48656187   0.0014479109     0.58009739   0.0017846082
            240     0.47690557   0.0015088138      0.4295732   0.0013592061     0.51273083   0.0016622628
            250     0.42016842   0.0014171726     0.37851139   0.0012808858     0.45141846   0.0015813633
            260     0.37294854   0.0013356116     0.33623907   0.0012084867     0.40008736   0.0014902337
            270     0.32851939   0.0012545419     0.29594826    0.001130121     0.35275638   0.0013848562
            280     0.29340869   0.0011856931     0.26410659   0.0010686578     0.31528155   0.0013134238
            290     0.25819613   0.0011134879     0.23249947    0.001002454     0.27721716   0.0012305954
            300     0.22916302   0.0010494514     0.20601997  0.00094419877     0.24656666   0.0011634069
            310     0.20359669  0.00098938577     0.18354523  0.00090257575     0.21797106   0.0011333122
            320     0.18190579  0.00093652901     0.16392566  0.00084281863     0.19480199   0.0010404442
            330     0.15974321  0.00087776996     0.14364998  0.00078810955     0.17161548  0.00097598866
            340     0.14389204  0.00083350701      0.1296683  0.00075195585     0.15404243  0.00092792614
            350     0.12710774  0.00078460419     0.11452607  0.00070521882     0.13602213  0.00087586402
