#  detaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      3.5841995    0.029687198      3.1492065    0.026027023      3.9867778    0.033963484
           -3.8      4.7160521    0.033887678       4.153736    0.029826219      5.2332623    0.038414029
           -3.6      6.1133031    0.038587964      5.3956691    0.033999096      6.7648382    0.043726154
           -3.4      8.0723501    0.044359231      7.1294987    0.039108206       8.928752    0.050136181
           -3.2      10.365113    0.050127778      9.1776509    0.044353297      11.424038    0.056566348
             -3      13.262548    0.056515432      11.778971    0.050190346      14.559073    0.063462226
           -2.8      16.857264    0.063664027      14.996456    0.056683379      18.470727    0.071271997
           -2.6      21.468906    0.071684393      19.148472    0.063895987      23.449635    0.079958137
           -2.4      26.972977    0.080139926      24.112677    0.071843066      29.370387    0.089538906
           -2.2      33.728738    0.089413341      30.210349    0.080241528      36.648831    0.099221695
             -2      42.252224    0.099803009      37.909187    0.089644925       45.81373     0.11035207
           -1.8       52.00164     0.11042748      46.780375     0.10013755      56.185817     0.12416072
           -1.6      63.603745     0.12175548      57.260249     0.10972976      68.678115     0.13382811
           -1.4      76.717597     0.13330181      69.176851     0.12058227      82.673399     0.14700345
           -1.2      90.862812     0.14455235      82.003898     0.13121905      97.812234     0.16058226
             -1      105.95254     0.15556797       95.66538     0.14072167      114.00296     0.17050963
           -0.8      120.99359     0.16566573      109.35005     0.14998577      130.02083     0.18122061
           -0.6      134.35701     0.17401972      121.43772     0.15756897      144.37576     0.19031455
           -0.4      145.23304     0.18050266      131.31734     0.16355165      155.97553      0.1977508
           -0.2      151.17744     0.18394586       136.7232     0.16677526      162.29216     0.20175912
              0        150.968     0.18385065      136.52431     0.16656021      162.08315     0.20141134
            0.2      145.39358     0.18061745      131.47009     0.16361184        156.139     0.19756261
            0.4      134.78309     0.17427831      121.82069     0.15777223      144.84055     0.19057403
            0.6      121.07336     0.16570608      109.45555     0.15073633      130.04032      0.1834991
            0.8      106.24794     0.15575261      95.960093     0.14099683      114.26895     0.17074913
              1      90.914935     0.14459973      82.046208     0.13081998      97.884844     0.15868801
            1.2       76.74427     0.13329761      69.160343     0.12029371      82.771771     0.14624832
            1.4       63.38492     0.12156376      57.089106     0.11017422      68.391419     0.13579863
            1.6      51.968648     0.11039814      46.717689    0.099387053      56.214725     0.12186233
            1.8      42.182872    0.099738336      37.844747    0.089552752      45.741394     0.11021718
              2       33.95171     0.08971383       30.38761    0.080341288      36.937388    0.099493012
            2.2      27.243171    0.080640017       24.34652    0.072043225      29.685779    0.089719613
            2.4      21.636416    0.071916623      19.286089    0.064183871      23.657972    0.080252205
            2.6      17.022185    0.063949443      15.133128    0.056884274      18.673509    0.071945303
            2.8      13.395366    0.056841443      11.887663     0.05042187       14.72555    0.063887967
              3      10.360512    0.050194398      9.1703663    0.044518035      11.430223    0.057305819
            3.2       8.048451    0.044216084      7.1072166    0.039009041      8.9054914    0.049969859
            3.4      6.2565367     0.03898444      5.5180644    0.034402644      6.9306223    0.044379484
            3.6      4.6855503     0.03385937      4.1150371    0.029687485      5.2222128    0.038636661
            3.8      3.6062448    0.029737747      3.1633949    0.026070036      4.0235625    0.034072161
              4      3.6062448    0.029737747      3.1633949    0.026070036      4.0235625    0.034072161
