#        etatop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      5.3010219     0.03673822      4.5366129    0.031404587       6.839466    0.047729215
           -3.8      7.5502084    0.043900926      6.4654667    0.037533581      9.7544251    0.057232314
           -3.6      10.591502    0.051926546      9.0758413    0.044507989      13.691968    0.067734782
           -3.4       14.93104    0.061643674      12.801852    0.052809993      19.311809    0.080458456
           -3.2      20.362536    0.071947588      17.455621    0.061658257      26.387278    0.094016275
             -3      27.252707    0.083103137      23.377771    0.071515806      35.375559     0.10882002
           -2.8      35.358002    0.094601702      30.318942    0.080930667      45.993211     0.12392949
           -2.6      44.774133     0.10633119      38.420825    0.091391616      58.389317     0.13986535
           -2.4      55.116343     0.11785143      47.278871     0.10101707      72.055902     0.15513685
           -2.2      65.669954     0.12866248      56.365268     0.11112488      86.040158     0.17034409
             -2       76.18783     0.13858658      65.369453     0.11844339       100.1008      0.1832327
           -1.8      85.615654     0.14701298       73.45167     0.12568282       112.7279     0.19482215
           -1.6      93.509577     0.15497953      80.265151     0.13228311      123.35384     0.20590432
           -1.4      99.693499     0.15945566      85.505212     0.13602451      131.84874     0.21221883
           -1.2      103.66813     0.16281082      88.926287     0.13940838      137.31802     0.21741009
             -1      105.82198     0.16501462      90.709317     0.14037896      140.45904     0.22030736
           -0.8      106.35755     0.16624689      91.176996     0.14152794      141.37105     0.22242546
           -0.6      105.61529     0.16658743      90.524304      0.1413606      140.50364     0.22293523
           -0.4      104.41426     0.16670042      89.531252     0.14172685      139.00917     0.22359664
           -0.2      103.89101     0.16731056      89.092746     0.14167666      138.38585     0.22423908
              0      103.53503     0.16818129      88.777385     0.14220971      137.92414     0.22545345
            0.2      103.47604     0.16949603      88.775851     0.14351003      137.84014     0.22755927
            0.4      103.74607     0.17104086      89.042241     0.14435569      138.10591     0.22920402
            0.6       103.2585     0.17232583      88.704869     0.14550482      137.39847     0.23093816
            0.8      101.67583     0.17252774      87.402524      0.1452507      135.15565     0.23104906
              1      98.479191     0.17192674      84.746396     0.14438055      130.77611     0.23006689
            1.2      92.912672     0.16919754      80.077393      0.1420606      123.18578     0.22631691
            1.4      85.748702     0.16486728      74.086857      0.1509012      113.44819     0.22779964
            1.6      76.218891     0.15818452      65.922271     0.13236056      100.71677      0.2113281
            1.8      66.452118      0.1503487      57.623525     0.12554827       87.62858     0.20072993
              2      54.955122      0.1403508      47.826906       0.116876      72.286357      0.1874078
            2.2      44.795149     0.12885349      39.109447     0.10726201      58.777061     0.17208235
            2.4      35.014858     0.11664057      30.695565    0.096813765      45.820941      0.1557818
            2.6      26.432053     0.10383634      23.277451    0.085983173      34.478045     0.13872623
            2.8      19.369428    0.091216758      17.148093    0.075372499      25.193771     0.12198319
              3      13.749578    0.078931257      12.268122     0.06524059      17.788153     0.10565219
            3.2      9.6078058    0.067594497      8.6344589     0.05682621      12.383332    0.090810348
            3.4      6.6969069    0.057484982      6.0329294     0.04720533      8.6079154    0.077029828
            3.6      4.5460145    0.048066603       4.112408    0.039433214      5.8349074    0.064434397
            3.8      3.0503553    0.039949128      2.7795903    0.032931502      3.8947436    0.053664089
              4      3.0503553    0.039949128      2.7795903    0.032931502      3.8947436    0.053664089
