#      R_yttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      5.6737836    0.038115573       4.904514    0.032868105      7.4147112     0.05004411
            0.2      16.762715    0.065794855      14.478909    0.056602444      21.917932    0.086471484
            0.4       26.97368     0.08404993      23.292723    0.072215706      35.279146     0.11060727
            0.6       36.35455    0.099062872      31.373353    0.084637595      47.543858     0.13040998
            0.8      45.248154     0.11042743      39.012359    0.094273183       59.23924     0.14555267
              1      53.665814      0.1210498      46.240101       0.103087      70.276474     0.15964438
            1.2      62.725474     0.13141767      54.005698     0.11178413      82.211319     0.17357384
            1.4      72.924921     0.14238346      62.776422     0.12074142      95.647959     0.18819044
            1.6      86.259325     0.15502601      74.275512     0.13153958      113.19129     0.20516643
            1.8      104.53011     0.17056089      90.040947     0.14497629      137.28276     0.22621287
              2      129.43469     0.18966296      111.56284     0.16105195      170.20571     0.25164421
            2.2      165.45525     0.21371747      142.77411      0.1819081      217.79616     0.28418908
            2.4      216.63044     0.24310229      187.05239     0.20596099      285.60608     0.32326413
            2.6      288.51567      0.2782533      249.27489     0.23615952      381.08218     0.37103789
            2.8      378.22095     0.31553566      326.88828      0.2667873      500.54773     0.42155226
              3      420.07108     0.33298736      362.80661     0.28716887      556.73439     0.44950729
            3.2      174.09749     0.22534012      149.00623     0.18814135      231.39735     0.30279361
            3.4      77.792143      0.1533869      65.842257     0.12739333      104.06666     0.20808523
            3.6      38.228217     0.10830063      31.966188     0.08872171      51.597736     0.14821477
            3.8      19.770703    0.078061403      16.362119    0.063039034       26.91056     0.10770997
              4      10.512516    0.057210039       8.620458    0.045792475      14.421206    0.079631454
            4.2      5.7584217     0.04309826      4.6739906    0.034126807      7.9741585    0.060593721
            4.4      3.1669589    0.032629917       2.551702    0.025609393      4.4172192     0.04632158
            4.6          1.757    0.024340599      1.4060073    0.019018089      2.4678815    0.034820118
            4.8      1.0415769    0.019582155     0.82371247    0.015075256       1.479781    0.028406952
              5      1.0415769    0.019582155     0.82371247    0.015075256       1.479781    0.028406952
