#    dyHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.24160512   0.0082914901     0.18531806   0.0062888254     0.34804493    0.012064502
           -3.8      0.4360105     0.01098672      0.3381912   0.0084186797     0.62215358    0.015834271
           -3.6     0.78251432     0.01475701     0.61188217    0.011437311      1.1056759    0.021041501
           -3.4      1.3082317    0.018869622      1.0332393    0.014799807       1.830877    0.026628072
           -3.2      2.1188691    0.024027519      1.6861701    0.018955069      2.9416243    0.033673909
             -3      3.4772068    0.030610382      2.7967661    0.024657086      4.7871366    0.042663597
           -2.8      5.4012854    0.038066207      4.3793281    0.030717304       7.381921     0.05258466
           -2.6      8.4493323    0.047681552      6.8969818    0.038599146      11.474751    0.065341947
           -2.4      12.746377    0.058502906      10.476293    0.047752321      17.206402    0.079714978
           -2.2      19.111254    0.071339706      15.821194      0.0593008      25.649288     0.09710446
             -2      27.538301    0.085640881      22.941302    0.071087918      36.809052     0.11558514
           -1.8      39.524575     0.10229627      33.130381    0.085900289      52.597999     0.13788859
           -1.6      55.407205     0.12104184      46.681172     0.10116574       73.51671     0.16184068
           -1.4      75.922667     0.14158687      64.309357     0.11894341      100.47891     0.18887672
           -1.2      101.47234     0.16346125      86.362667     0.13787962      133.98691     0.21759303
             -1      132.18926     0.18641996      113.00523     0.15776943       174.2333     0.24770649
           -0.8      165.61104      0.2085365      142.18978      0.1771852      217.96924     0.27686019
           -0.6      198.09915     0.22832283      170.67186     0.19462593      260.45987     0.30317305
           -0.4      224.35584     0.24390976      193.86067     0.20739953      294.83369     0.32334937
           -0.2       237.1369     0.25135777      205.37373     0.21446405      311.66884     0.33361515
              0      232.61905     0.25103701      201.76668     0.21368501      305.90651     0.33330625
            0.2      210.76467     0.24215906      182.98912     0.20579057      277.55208     0.32188851
            0.4      179.15804     0.22684302      155.63276     0.20155661      236.25037     0.30751048
            0.6      142.94848     0.20611649      124.15543     0.17451263      188.98056     0.27508545
            0.8      108.52973     0.18322294      94.188177     0.15487961      143.91267     0.24535037
              1      79.534423     0.15976319      68.944086     0.13406529      105.80739     0.21452175
            1.2      56.895763      0.1375994      49.228659     0.11490412       75.96522     0.18545258
            1.4       39.85152     0.11688495      34.370848    0.096999929      53.451194     0.15815865
            1.6      27.470444    0.098618457      23.606016    0.081332487      37.015538      0.1340394
            1.8      18.570876    0.082358748      15.880417    0.067448335      25.167363     0.11258635
              2      12.479278    0.068305627      10.614238    0.055640953      17.016999    0.093885625
            2.2      8.1502912    0.055898353      6.8905726    0.045127808      11.192739    0.077322941
            2.4      5.3375022    0.045566787      4.4735436     0.03649436      7.3869607    0.063500852
            2.6      3.4042647    0.036770477      2.8294005    0.029164225      4.7481057    0.051563553
            2.8      2.1528986     0.02916554      1.7679661    0.022948245      3.0359208    0.041238797
              3      1.3705238    0.023126837      1.1140633    0.018057353       1.947977    0.032917961
            3.2      0.8155699    0.017910766     0.65669692    0.013889736      1.1717992     0.02572096
            3.4     0.44734813    0.013748028     0.35708817    0.010524961      0.6483653    0.019922315
            3.6      0.2577226     0.01081745     0.20330679    0.008162502     0.37888724    0.015847167
            3.8     0.15559963   0.0079922202     0.12076011    0.006004927     0.23090651    0.011776641
              4     0.15559963   0.0079922202     0.12076011    0.006004927     0.23090651    0.011776641
