# R_etattbarHig        central        num_err    min (scale)        num_err    max (scale)        num_err
# gs
              0      4.1009244    0.033208069      3.5383985    0.028422509      5.4503049    0.044328247
            0.2      11.800132    0.056259244      10.179241    0.048130639      15.686525    0.075142821
            0.4      18.905023    0.072080491      16.282886    0.061416593       25.15436    0.096379746
            0.6      24.933712    0.081577684      21.455483    0.069703804      33.206617     0.10915772
            0.8      30.818388    0.090565111      26.502971     0.07730971      41.074478     0.12126326
              1      35.573142     0.09730334       30.56529     0.08297517      47.455143     0.13038571
            1.2      40.544831     0.10389263      34.817852     0.08847619      54.105702     0.13927473
            1.4      46.517493     0.11125992       39.94752    0.095024151        62.0788     0.14930274
            1.6      53.216721     0.11895297      45.672495      0.1012189      71.060083     0.15958466
            1.8      62.102911     0.12845878      53.291892     0.10930859      82.905542     0.17234816
              2      74.448262     0.14044069      63.903762     0.11957147      99.348269     0.18844855
            2.2      92.739477      0.1564194      79.622165     0.13335691      123.65492     0.20997805
            2.4      122.45806     0.17955013      105.19896     0.15265823      163.12773     0.24055178
            2.6       176.0274     0.21485434      151.39934     0.18278468      233.96967     0.28750563
            2.8      292.45242       0.274448      251.99837     0.23317457      387.13349     0.36643278
              3      550.11572     0.37588037      476.45651      0.3172691      718.89748     0.49837032
            3.2      311.02943     0.29748392      269.22521     0.25095337      406.33782     0.39461419
            3.4      172.83575      0.2264758      148.91077     0.18997498      227.22414     0.30162731
            3.6      105.10255     0.17819393      90.091111     0.14881969      139.05893     0.23844526
            3.8      66.693794     0.14270159       56.90467     0.11875297      88.805809      0.1920302
              4      43.999972     0.11621533      37.462391     0.11367702        58.7963      0.1672156
            4.2      29.951908    0.095965899      25.363015    0.079365011      40.263591     0.13010617
            4.4      20.908952    0.080041758      17.642471    0.065999992      28.213393     0.10887148
            4.6      15.010803    0.067602292      12.638883    0.055686412      20.312246    0.092186178
            4.8       10.72213    0.057414293      9.0069871    0.047378937      14.547242     0.07855188
              5       10.72213    0.057414293      9.0069871    0.047378937      14.547242     0.07855188
