#      etaHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4       4.628372    0.034776632      3.9770117    0.030589223      6.0690056    0.046290545
           -3.8      6.7774268    0.042038362      5.8185716    0.035898361      8.8870986    0.055522591
           -3.6      9.5386363    0.049844556      8.1967169    0.042681221      12.511767    0.065844093
           -3.4      13.328557    0.058971895      11.456775    0.050428334      17.474122    0.077877481
           -3.2      18.173591    0.068875284      15.626107    0.058906638      23.847768    0.091016405
             -3      24.718615    0.080292169      21.263874    0.068972456      32.449391     0.10635789
           -2.8      32.248936     0.09225597      27.748491     0.07877195      42.353928     0.12200205
           -2.6      40.860548     0.10314548      35.171474    0.088288522      53.707497     0.13652851
           -2.4      50.500659     0.11469706      43.478931    0.098219186      66.442494      0.1520367
           -2.2      60.719417     0.12674954      52.300303      0.1082002      79.940999     0.16802095
             -2      70.810454      0.1359043      60.994882     0.11626232      93.325994     0.18034202
           -1.8      80.254515     0.14493684      69.126129     0.12377565      105.91196     0.19262535
           -1.6      88.450624     0.15248883      76.166244      0.1300235       116.8488     0.20283118
           -1.4      94.926399     0.15837221      81.740472     0.13564379      125.56079     0.21132024
           -1.2      99.638052     0.16281636      85.779497     0.13857495      131.89737     0.21702517
             -1      102.47382     0.16566982      88.200275     0.14090653      135.75455     0.22104601
           -0.8       103.5012     0.16777288      89.122685     0.14325234      137.15613     0.22459954
           -0.6      103.79036     0.16838656      89.340689     0.14298505      137.61647     0.22502803
           -0.4      103.44061     0.16902791      89.037875     0.14363693      137.22313     0.22607424
           -0.2      103.03297     0.16962802      88.660367     0.14353541      136.72569     0.22688539
              0      103.02332     0.17057542      88.670487     0.14419829      136.67983     0.22808979
            0.2      103.31946     0.17164131      88.930018     0.14533332      137.03284     0.22956882
            0.4      103.52178     0.17298961      89.100011     0.14587194      137.30768     0.23127744
            0.6      103.33694      0.1739776        88.9585     0.14648054      136.97343     0.23249749
            0.8       102.3898     0.17418858      88.130057     0.14661167       135.6532     0.23277129
              1      99.676322     0.17300079      85.832266     0.14540125      131.92189     0.23108965
            1.2      94.957651     0.17008843      81.770174     0.14282247      125.59661     0.22710604
            1.4      88.413099     0.16522139      76.177206     0.15098206      116.77695      0.2279552
            1.6      80.001068     0.15851358      68.904636     0.13269226      105.57478     0.21151119
            1.8      70.889817     0.15028888      61.056168     0.12607896      93.450513     0.20088149
              2      60.845331     0.14012855      52.413793     0.11755741      80.115723     0.18712073
            2.2      50.525553     0.12872519      43.523263     0.10735863      66.468703     0.17181977
            2.4      41.093026     0.11667887      35.379609    0.097266673      54.003793     0.15570803
            2.6      32.231887     0.10378594      27.741416    0.086678027       42.32619     0.13886784
            2.8      24.555757    0.091247875      21.129046    0.075629741      32.218571     0.12182581
              3      18.365918    0.079893215      15.805433     0.06613356      24.080452     0.10679889
            3.2      13.423442    0.067627632      11.535045     0.05602359      17.610179    0.090401662
            3.4      9.4172248    0.057128102      8.1018379    0.047361804      12.340429    0.076438672
            3.6      6.6018378    0.047753575      5.6754623    0.039799856      8.6519216    0.064024162
            3.8      4.6660944    0.040024273       4.000332     0.03302892      6.1198267    0.053537636
              4      4.6660944    0.040024273       4.000332     0.03302892      6.1198267    0.053537636
