#       etatbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      4.5149554    0.035336786      3.8643767    0.029883162      5.9227194    0.046837527
           -3.8      6.4413347    0.042233597      5.5138731    0.035719263      8.4475754    0.055986755
           -3.6      9.2471373    0.050469209      7.9229757    0.042770439      12.125621    0.066799051
           -3.4      13.044997    0.059771673      11.179164    0.050660705      17.120736    0.079135997
           -3.2      17.980489    0.070120505      15.427895    0.059507013      23.594597    0.092845354
             -3      23.961354    0.080844964      20.584723     0.06869276      31.459895      0.1070232
           -2.8      31.279011    0.092414875      26.905673    0.078551081      41.079875     0.12241418
           -2.6      39.738945     0.10414129      34.241479    0.089726443      52.228658     0.13865282
           -2.4      49.117862     0.11572746      42.360691    0.098623341      64.616859     0.15361405
           -2.2      59.010007     0.12678602       50.93188     0.10824642      77.733406     0.16844073
             -2      68.318728     0.13654398      59.031752     0.11652632      90.083008     0.18153454
           -1.8      77.127398     0.14519757      66.671464     0.12373198      101.83808     0.19320574
           -1.6      84.512113     0.15239469       73.10335     0.12988566      111.77927     0.20310587
           -1.4      90.297657     0.15796187      78.147619     0.13451532      119.57234     0.21073419
           -1.2      94.142923     0.16178656      81.500426     0.13773104      124.84464      0.2161199
             -1      96.045176     0.16425225      83.164326     0.13972526      127.49234     0.21968762
           -0.8      96.627412     0.16573064       83.69115      0.1408508      128.39313     0.22184754
           -0.6      96.619348      0.1665333      83.690611     0.14140339      128.47383     0.22305042
           -0.4      96.091384     0.16621539      83.202831     0.14110594       127.8334     0.22269902
           -0.2      95.784455     0.16678181        82.9659     0.14199098      127.42559     0.22382905
              0       96.02224     0.16762289      83.141592     0.14191955      127.72707     0.22458086
            0.2      97.457912     0.16931336      84.364541     0.14349472      129.53852     0.22683561
            0.4       98.63195     0.17088324      85.328379     0.14464445      131.01313     0.22886234
            0.6      99.663307     0.17217436      86.107765     0.14520425      132.26304     0.23038035
            0.8      100.05906     0.17280072      86.427333     0.14652219      132.57221     0.23159382
              1      99.395352     0.17225312      85.729003     0.14533357      131.49687     0.23034453
            1.2      96.812769     0.16994015      83.345625     0.14295476      127.86238     0.22672277
            1.4      92.682747     0.16607037      79.652217       0.139344      122.18848     0.22129474
            1.6       86.34522     0.16017303       74.06538     0.13431346       113.6073     0.21319031
            1.8      78.031511     0.15185375      66.735369      0.1270671       102.5514     0.20196962
              2      69.156927     0.14242359      58.990209     0.11930496      90.722596     0.18936494
            2.2        59.5574     0.13171694      50.716316     0.12574061      77.977962     0.18420603
            2.4      49.870376     0.11978812      42.251948    0.099717988      65.305844     0.15888105
            2.6      40.471932      0.1073849      34.160809    0.089331197       52.98795     0.14246085
            2.8      32.107024    0.095036464      27.022817     0.07911344       42.00981     0.12603443
              3       24.59033    0.083662794       20.61453    0.069151807      32.197945     0.11096984
            3.2      18.201026    0.071038648       15.21593    0.058783736      23.827297    0.094181398
            3.4      13.322755    0.060552669      11.123311    0.050116061      17.434734    0.080139301
            3.6      9.5806745    0.051095576      7.9666793    0.042144531      12.557357    0.067645768
            3.8      6.6984354    0.042742857      5.5633095    0.035214049       8.783192    0.056671671
              4      6.6984354    0.042742857      5.5633095    0.035214049       8.783192    0.056671671
