#      ptt+tbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.29598869   0.0013053549     0.25605512   0.0011112071      0.3894552    0.001731922
             10     0.87690242   0.0022378104     0.75853509   0.0019034831      1.1538222   0.0029685483
             20      1.4033494   0.0028291167      1.2147478   0.0026882554      1.8455824   0.0039261957
             30      1.8561004    0.003242633      1.6042303   0.0027535862      2.4438406   0.0043050202
             40      2.2187773   0.0035293016      1.9176791   0.0029976836       2.922144   0.0046870088
             50      2.4682217   0.0037151293      2.1316828   0.0031540836      3.2515525   0.0049353365
             60      2.6336667   0.0038464711      2.2741378   0.0032610142      3.4710123   0.0051120622
             70      2.7136512   0.0038901676       2.342712   0.0033031647      3.5770726   0.0051736067
             80       2.705643   0.0038904683      2.3353319   0.0032980878      3.5673952   0.0051741016
             90      2.6404324   0.0038472469      2.2772849   0.0032583489      3.4835253   0.0051189877
            100      2.5334309   0.0037746386       2.183365   0.0031985132       3.344637   0.0050296712
            110      2.3918408   0.0036751662      2.0609259    0.003116312       3.158247   0.0048980944
            120      2.2392182   0.0035624105      1.9285843   0.0030160649       2.959095   0.0047498674
            130      2.0732195   0.0034345532      1.7843506   0.0029013092       2.740181   0.0045786564
            140      1.8997786   0.0032920864      1.6342089   0.0027811804      2.5122995   0.0043921292
            150      1.7400475   0.0031566855      1.4960388   0.0026626128      2.3019646    0.004213044
            160      1.5826714   0.0030167912      1.3603533    0.002543417      2.0947085   0.0040280529
            170      1.4292543   0.0028725818      1.2280106   0.0024261309      1.8919813    0.003839243
            180      1.2972716    0.002737658      1.1137016   0.0023089763      1.7185157   0.0036597708
            190      1.1638284   0.0026006647     0.99863781   0.0021885742      1.5421206   0.0034776794
            200      1.0426627   0.0024670312     0.89445707    0.002077387      1.3823537   0.0033037171
            210     0.94204962   0.0023452933     0.80824029   0.0019745703       1.248818   0.0031398642
            220     0.84482728   0.0022257534     0.72424368    0.001868598      1.1205317   0.0029794357
            230     0.75832058   0.0021110085     0.65015264   0.0017735786      1.0059827   0.0028268463
            240     0.68229162   0.0020013325     0.58476538   0.0016864978     0.90544586   0.0026835943
            250     0.61165067   0.0019004145     0.52449605   0.0016219991     0.81167718   0.0025626699
            260     0.54939972   0.0018021284     0.47070214   0.0015193911      0.7290901   0.0024188977
            270     0.49578784   0.0017129833     0.42457893   0.0014354931     0.65842451   0.0022975818
            280     0.44623443   0.0016249053     0.38191889   0.0013620601     0.59299185     0.00218122
            290     0.40085458   0.0015433241     0.34329099   0.0012936744     0.53239107   0.0020709816
            300     0.36171435   0.0014654918     0.30955942   0.0012273711     0.48061473   0.0019676118
            310     0.32385631   0.0013878525      0.2771439   0.0011613543     0.43060831   0.0018648031
            320     0.29163706   0.0013179837     0.24953649   0.0011024521      0.3875561   0.0017702035
            330     0.26506874   0.0012573479     0.22676895   0.0010525981     0.35225124    0.001689783
            340     0.23864564   0.0011950058     0.20416489  0.00099884644     0.31725078   0.0016067132
            350     0.21629725   0.0011381673     0.18496242  0.00095083002     0.28767644   0.0015305354
            360     0.19706219   0.0010830405     0.16843343  0.00090843143     0.26223822   0.0014580158
            370     0.17671698   0.0010280848     0.15134463  0.00088715638     0.23482412   0.0014024959
            380     0.16220581   0.0009854734     0.13869177  0.00082338539     0.21579085   0.0013261033
            390     0.14657859  0.00093755388     0.12530735  0.00078284669     0.19500229   0.0012613798
            400     0.13344433  0.00089471617     0.11407566  0.00074750948     0.17750678   0.0012031376
            410     0.11964417  0.00084935562     0.10221673   0.0007084841     0.15931412   0.0011439119
            420     0.10710421  0.00080586347    0.091408182  0.00067087856     0.14271826   0.0010855527
            430    0.099481044  0.00077498494    0.085124511  0.00064923704     0.13237303   0.0010459368
            440    0.091237185  0.00073989571    0.077877381  0.00061737998     0.12150905   0.0010000923
            450    0.081420766  0.00070319229    0.069647456  0.00058643622     0.10840639  0.00094746742
            460    0.075719476  0.00067723909    0.064756105   0.0005654535     0.10073236  0.00091200332
            470    0.066721812  0.00063945989    0.057356286  0.00061726125    0.088446095  0.00091451646
            480     0.06165846  0.00061102669    0.052732335   0.0005097745    0.082087033  0.00082458981
            490    0.056454204   0.0005860518    0.048266508  0.00048981525    0.075228126  0.00079241779
            500    0.052384038  0.00056834855    0.044732272  0.00047284436     0.06974637  0.00076703389
            510    0.046543192  0.00053621579    0.039877735  0.00044631193    0.061880202  0.00072425335
            520    0.043401829  0.00051472324    0.037093424  0.00042796122    0.057762654   0.0006950541
            530    0.039671473  0.00049310751    0.033903419  0.00041044914    0.052863811  0.00066564463
            540    0.035839453  0.00047015769    0.030551165  0.00038998595    0.047813422  0.00063503615
            550     0.03325514  0.00044867458    0.028382039  0.00037313173    0.044304255   0.0006067939
            560    0.030061939  0.00043025849    0.025675429  0.00035702446    0.040036776  0.00058071428
            570    0.028127482  0.00041664165    0.024191313  0.00036115617    0.037459138  0.00056739004
            580    0.025609363  0.00040185185    0.022011576  0.00033609591    0.034030795  0.00054596109
            590    0.023239083  0.00038310447    0.019900751  0.00031752484    0.030999212  0.00051867355
            600    0.021153601  0.00036391346    0.018123585  0.00030134941    0.028156167   0.0004935404
            610     0.01968284  0.00034740618    0.016782838  0.00028840489    0.026276387  0.00047123137
            620    0.017704785  0.00033618133    0.015198282  0.00028072499    0.023593465  0.00045700524
            630    0.016814481  0.00032423118    0.014359727  0.00026833414    0.022447288  0.00043857757
            640    0.015044481  0.00030872568    0.012905346  0.00025606016    0.019993723  0.00041732496
            650    0.014416162    0.000303126     0.01235529  0.00025093167    0.019187461  0.00041038321
            660    0.012889526  0.00028666302    0.011052024  0.00023808012    0.017166173  0.00038760055
            670    0.012075003  0.00027645303      0.0103403  0.00022829565    0.016062334  0.00037450187
            680      0.0111574  0.00026582601   0.0096726766  0.00024222508     0.01481669  0.00036531375
            690    0.010221009  0.00025250143   0.0087653733  0.00020992562    0.013590476  0.00034115923
            700   0.0097780184  0.00025086132   0.0083851605  0.00020798997    0.013024585  0.00034006669
            710    0.009073757  0.00024006909    0.007807242  0.00019893629    0.012059423  0.00032677377
            720   0.0088212735  0.00023536345   0.0075457688  0.00019457848    0.011770106  0.00031978757
            730   0.0071872189  0.00021626246   0.0061247946  0.00017744506    0.009604247   0.0002935198
            740   0.0072951869  0.00021163568   0.0062185316  0.00017484153    0.009746922  0.00028749992
            750   0.0071414764  0.00021183559   0.0060902286   0.0001749369   0.0095014723  0.00028654904
            760   0.0063703736   0.0001978734   0.0054117404  0.00016321608   0.0085193866  0.00026808272
            770   0.0052148008  0.00018175092   0.0044314738  0.00014979616   0.0069696827   0.0002464246
            780    0.004861027  0.00017672795    0.004136449   0.0001453906   0.0065215325  0.00024025439
            790    0.004453321  0.00029519432   0.0038191667  0.00022954978   0.0059364346  0.00040078284
            800    0.004453321  0.00029519432   0.0038191667  0.00022954978   0.0059364346  0.00040078284
